ID,Text,Sub-task A,Sub-task B,monolingual,tokenized
C46.11,Suorer bacha gulo demnar jat,OAG,NGEN,স্যুরার বাঁচা গুলো ডিমনার jat,"['স্যুরার', 'বাঁচা', 'গুলো', 'ডিমনার', 'jat']"
C68.997,Abar nati niye bosiye din,CAG,NGEN,abar জন্ম নিয়ে বোসিয়ে থেকে,"['abar', 'জন্ম', 'নিয়ে', 'বোসিয়ে', 'থেকে']"
C45.603,Bhai akdam fatafati r o notun video nanaw,NAG,NGEN,ভাই akdam ফাটাফাটি r দ্য নতুন ভিডিও নানও,"['ভাই', 'akdam', 'ফাটাফাটি', 'r', 'দ্য', 'নতুন', 'ভিডিও', 'নানও']"
C59.1841,Thik boleso bhai aita ekata ahagkar log atak sapot korbennah,NAG,NGEN,ঠিক বোলেসো ভাই এইটা একটা আহগকর লগ আক্রমণ cobweb korbennah,"['ঠিক', 'বোলেসো', 'ভাই', 'এইটা', 'একটা', 'আহগকর', 'লগ', 'আক্রমণ', 'cobweb', 'korbennah']"
C68.257,Panu Mandal mother chod. Sala vikhari to manosiktao vikhari,OAG,GEN,panu মণ্ডল মা অবশ্যই ঘর ভিখারি প্রতি মনোজিকতাও ভিখারি,"['panu', 'মণ্ডল', 'মা', 'অবশ্যই', 'ঘর', 'ভিখারি', 'প্রতি', 'মনোজিকতাও', 'ভিখারি']"
C45.568,Banchod 6ayle ata kora tik na tor,OAG,GEN,banchod 6ayle তারা করা tik তোর,"['banchod', '6ayle', 'তারা', 'করা', 'tik', 'তোর']"
C68.1278,একটা গরীব লোক যদি বড়লোক হয় তার পিছনে শত্রু লেগে যায়,CAG,NGEN,একটা গরীব লোক যদি বড়লোক তার পিছনে শত্রু লেগে যায়,"['একটা', 'গরীব', 'লোক', 'যদি', 'বড়লোক', 'তার', 'পিছনে', 'শত্রু', 'লেগে', 'যায়']"
C59.1203.3,😆😆😆😆😆😆.. ekdom.. tik.. sala.. amaro.. ti,NAG,NGEN,😆😆😆😆😆😆.. একদম.. কেবল .. ঘর .. আমার.. টি,"['😆😆😆😆😆😆..', 'একদম..', 'কেবল', '..', 'ঘর', '..', 'আমার..', 'টি']"
C59.1826.2,"photo Ayman Kunar



aashnunniaashunmwv",NAG,NGEN,ফটো আয়মান কুনার aashnunniaashunmwv,"['ফটো', 'আয়মান', 'কুনার', 'aashnunniaashunmwv']"
C68.572,Akdom tik bolachan,NAG,NGEN,akdom কেবল কুকি,"['akdom', 'কেবল', 'কুকি']"
C68.224,Tar jonno payer juto mathay uthano Jay na,CAG,NGEN,তার জন্য পায়ের জুতো মাথায় বন্ধুত্ব যায়,"['তার', 'জন্য', 'পায়ের', 'জুতো', 'মাথায়', 'বন্ধুত্ব', 'যায়']"
C44.218.4,"জানি তোর পেটে বিদ্যা নেই, তাই গুছিয়ে কথা বলতো পারিসনা",CAG,NGEN,"জানি তোর পেটে বিদ্যা নেই, তাই গুছিয়ে কথা বলতো পারিসনা","['জানি', 'তোর', 'পেটে', 'বিদ্যা', 'নেই,', 'তাই', 'গুছিয়ে', 'কথা', 'বলতো', 'পারিসনা']"
C59.1683.1,😃😃😃😃😃😃😃😃😃😃😃😃,NAG,NGEN,😃😃😃😃😃😃😃😃😃😃😃😃,['😃😃😃😃😃😃😃😃😃😃😃😃']
C45.607,দারুণ,NAG,NGEN,দারুণ,['দারুণ']
C61.17,"Baler mandal, kukurer lej soja hoy na",CAG,GEN,"বালের মণ্ডল, কুকুরের লেজ সোজা হয়","['বালের', 'মণ্ডল,', 'কুকুরের', 'লেজ', 'সোজা', 'হয়']"
C68.1323,না না ভুল কিছু আ পনি বলেন নি দাদা,NAG,NGEN,ভুল কিছু আ পনি বলেন নি দাদা,"['ভুল', 'কিছু', 'আ', 'পনি', 'বলেন', 'নি', 'দাদা']"
C44.347,এটা কি ধরনের ণোণ্গ্রামী ? খুবই জানতে ইচ্ছে করছে,NAG,NGEN,এটা কি ধরনের নোঙ্গরামী ? খুবই জানতে ইচ্ছে করছে,"['এটা', 'কি', 'ধরনের', 'নোঙ্গরামী', '?', 'খুবই', 'জানতে', 'ইচ্ছে', 'করছে']"
C55.113,Khanki magi taratari mot,OAG,GEN,খানকি মাগি তাড়াতাড়ি মোট,"['খানকি', 'মাগি', 'তাড়াতাড়ি', 'মোট']"
C44.104.3,"Ei gulo natok noi, sotti ghotona",NAG,NGEN,"ei গুলো নাটক আমরা, সত্যি ঘটনা","['ei', 'গুলো', 'নাটক', 'আমরা,', 'সত্যি', 'ঘটনা']"
C59.300,"Darun bolechho dada aamr 1st a ranudi ke khb valo lgechhilo kintu onar
behavior dekhe sob valo laga harie gchhe",NAG,NGEN,দারুন বলেছো বুক কমান্ড 1 ম ক রানুদি কাহাব ভালো লেগেছিলো কিন্তু ওনার আচরণ দেখে সব ভালো লাগা ছবি আটকান গুচ্ছ,"['দারুন', 'বলেছো', 'বুক', 'কমান্ড', '1', 'ম', 'ক', 'রানুদি', 'কাহাব', 'ভালো', 'লেগেছিলো', 'কিন্তু', 'ওনার', 'আচরণ', 'দেখে', 'সব', 'ভালো', 'লাগা', 'ছবি', 'আটকান', 'গুচ্ছ']"
C68.128,Akdom thik bolechen dada. 👍 👍 👍,NAG,NGEN,পরিসংখ্যান ঠিক বলেছেন বুক 👍 👍 👍,"['পরিসংখ্যান', 'ঠিক', 'বলেছেন', 'বুক', '👍', '👍', '👍']"
C68.448,Ha dada apni akdom thick korechan,NAG,NGEN,তার আছে বুক আমার পরিসংখ্যান পুরু করেছেন,"['তার', 'আছে', 'বুক', 'আমার', 'পরিসংখ্যান', 'পুরু', 'করেছেন']"
C59.216,mata fatabo,OAG,NGEN,চক্ষু ফ্যাটবো,"['চক্ষু', 'ফ্যাটবো']"
C59.1375,তুই একটা পাগল।,NAG,NGEN,তুই একটা পাগল।,"['তুই', 'একটা', 'পাগল।']"
C59.1436,বাপভাতারি ম্যাগী,OAG,GEN,বাপ ভাতারি ম্যাগী,"['বাপ', 'ভাতারি', 'ম্যাগী']"
C59.1402,"Are Bhai eto hinsa keno , khanki magir chele .....",OAG,GEN,"ভাই সহিংসতা কেন , খানকি মাগীর ছেলে .....","['ভাই', 'সহিংসতা', 'কেন', ',', 'খানকি', 'মাগীর', 'ছেলে', '.....']"
C59.2160,Nice bhai,NAG,NGEN,ভাল লাগল ভাই,"['ভাল', 'লাগল', 'ভাই']"
C59.907,বারার বাল মাগী চুদি 🤣🤣🤣🤣🤣🤣🤣😂😂😂,OAG,GEN,বারার বাল মাগী চুদি 🤣🤣🤣🤣🤣🤣🤣😂😂😂,"['বারার', 'বাল', 'মাগী', 'চুদি', '🤣🤣🤣🤣🤣🤣🤣😂😂😂']"
C59.1728,Ekdon,NAG,NGEN,একডন,['একডন']
C61.2072,Choter pod chiyare udheche bole ei sob bolchis tor hal ki hobe dhekh bi,CAG,GEN,চোটের অধীনে চিয়েরে এখানে বলে সব বলচিস তোর জিনিস হবে দেখা সঙ্গে একটি,"['চোটের', 'অধীনে', 'চিয়েরে', 'এখানে', 'বলে', 'সব', 'বলচিস', 'তোর', 'জিনিস', 'হবে', 'দেখা', 'সঙ্গে', 'একটি']"
C68.452,"Dada apner kothata ami mone kori jothertho.Manusher jibone otha o pora ekta
muhurter moton.Tai hotah kichu hole sati niea oto barabari korata uchit
[noi.By](http://noi.by/).",NAG,NGEN,dada আপনার কথাটা আমি mone করি যথার্থ.মানুষের জীবনে otha দ্য পড়া একটা মুহূর্তের মতন.তাই হোটেল কিছু হলে sati নিয়া oto বাড়াবাড়ি করাটা উচিত [noi.by](http://noi.by/).,"['dada', 'আপনার', 'কথাটা', 'আমি', 'mone', 'করি', 'যথার্থ.মানুষের', 'জীবনে', 'otha', 'দ্য', 'পড়া', 'একটা', 'মুহূর্তের', 'মতন.তাই', 'হোটেল', 'কিছু', 'হলে', 'sati', 'নিয়া', 'oto', 'বাড়াবাড়ি', 'করাটা', 'উচিত', '[noi.by](http://noi.by/).']"
C45.331.2,খুব দামি কথা,NAG,NGEN,খুব দামি কথা,"['খুব', 'দামি', 'কথা']"
C46.108,"hindu tomra murkhor moto chup thako na...pig golake samla te hole banglai bjp
ar yogi chai.jago hindu jagoq",CAG,NGEN,হিন্দু তোমরা মুরখোর মতো চুপ থাকো এবং ... শূকর গোলকে সংগ্রহ প্রতি হলে বাংলাই বিজেপি যোগী চাই.জাগো হিন্দু jagoq,"['হিন্দু', 'তোমরা', 'মুরখোর', 'মতো', 'চুপ', 'থাকো', 'এবং', '...', 'শূকর', 'গোলকে', 'সংগ্রহ', 'প্রতি', 'হলে', 'বাংলাই', 'বিজেপি', 'যোগী', 'চাই.জাগো', 'হিন্দু', 'jagoq']"
C45.392,Kothai,NAG,NGEN,কোথায়,['কোথায়']
C45.398,"ভাই তুমি এই নামবারে ফোন করো 7029047783 এই নামবারে ফোন করে বলবে আমি volt bangla
থেকে বলছি।তাহলে আমি তোমাকে চিনতে পারবো।অবশ্যই ফোন করবে।",NAG,NGEN,ভাই তুমি নামবারে ফোন করো ৭০২৯০৪৭৭৮৩ নামবারে ফোন বলবে আমি ভোল্ট বাংলা থেকে বলছি।তাহলে আমি তোমাকে চিনতে পারবো।অবশ্যই ফোন করবে।,"['ভাই', 'তুমি', 'নামবারে', 'ফোন', 'করো', '৭০২৯০৪৭৭৮৩', 'নামবারে', 'ফোন', 'বলবে', 'আমি', 'ভোল্ট', 'বাংলা', 'থেকে', 'বলছি।তাহলে', 'আমি', 'তোমাকে', 'চিনতে', 'পারবো।অবশ্যই', 'ফোন', 'করবে।']"
C61.1643,Motherhood randi,OAG,GEN,মাতৃত্ব র্যান্ড,"['মাতৃত্ব', 'র্যান্ড']"
C59.2236,"Daruuuuuun dada daruuun ami vabchilam avabe keu to ranu mondol k boluk apni
darun bolechen.....Ami j ki happy bojate parbona..anek valo laglo vedio ta....",NAG,NGEN,দারুউউউউন বুক দারুউন আমি ভাবছিলাম এভাবে keu to mondol প্রতি বলুক আমার দারুন বলেছেন.....আমি j খুশি bojate পারবোনা..অনেক valo laglo vedio ইহা ছিল. .. .. ..,"['দারুউউউউন', 'বুক', 'দারুউন', 'আমি', 'ভাবছিলাম', 'এভাবে', 'keu', 'to', 'mondol', 'প্রতি', 'বলুক', 'আমার', 'দারুন', 'বলেছেন.....আমি', 'j', 'খুশি', 'bojate', 'পারবোনা..অনেক', 'valo', 'laglo', 'vedio', 'ইহা', 'ছিল.', '..', '..', '..']"
C68.1282,Akdom vul Kotha.........fake video,CAG,NGEN,akdom vul কথা.........ফাঁকে video,"['akdom', 'vul', 'কথা.........ফাঁকে', 'video']"
C59.1519,So nice Bhai,NAG,NGEN,so nice bhai,"['so', 'nice', 'bhai']"
C59.676,"Amra kintu sobai vogobaner chakor.
Eta ato sentimente neoar ki a6e.
But Ranu ji jeta korchen seta thik noi, onar sei quality nei.",NAG,NGEN,"amra kintu সবাই ভোগোবনার chakor. eta ato অনুভূতি neoar a6e. but ji jeta korchen seta thik noi, onar sei quality nei.","['amra', 'kintu', 'সবাই', 'ভোগোবনার', 'chakor.', 'eta', 'ato', 'অনুভূতি', 'neoar', 'a6e.', 'but', 'ji', 'jeta', 'korchen', 'seta', 'thik', 'noi,', 'onar', 'sei', 'quality', 'nei.']"
C68.785,পায়ের জুতোকে মাথায় তোলা উচিত নয়,CAG,NGEN,পায়ের জুতোকে মাথায় তোলা উচিত নয়,"['পায়ের', 'জুতোকে', 'মাথায়', 'তোলা', 'উচিত', 'নয়']"
C44.27,"ছিঃ ছিঃ ছিঃ ছিঃ ছিঃ ছিঃ ছিঃ ছিঃ ছিঃ ছিঃ ছিঃ ছিঃ ছিঃ ছিঃ ছিঃ ছিঃ ছিঃ ছিঃ ছিঃ
ছিঃ ছিঃ ছিঃ ছিঃ ছিঃ ছিঃ ছিঃ",NAG,NGEN,ছিঃ ছিঃ ছিঃ ছিঃ ছিঃ ছিঃ ছিঃ ছিঃ ছিঃ ছিঃ ছিঃ ছিঃ ছিঃ ছিঃ ছিঃ ছিঃ ছিঃ ছিঃ ছিঃ ছিঃ ছিঃ ছিঃ ছিঃ ছিঃ ছিঃ ছিঃ,"['ছিঃ', 'ছিঃ', 'ছিঃ', 'ছিঃ', 'ছিঃ', 'ছিঃ', 'ছিঃ', 'ছিঃ', 'ছিঃ', 'ছিঃ', 'ছিঃ', 'ছিঃ', 'ছিঃ', 'ছিঃ', 'ছিঃ', 'ছিঃ', 'ছিঃ', 'ছিঃ', 'ছিঃ', 'ছিঃ', 'ছিঃ', 'ছিঃ', 'ছিঃ', 'ছিঃ', 'ছিঃ', 'ছিঃ']"
C59.1356,Bah ranu di bah...🤣🤣🤣🤣🤣🤣,NAG,NGEN,bah ranu di bah...🤣🤣🤣🤣🤣🤣,"['bah', 'ranu', 'di', 'bah...🤣🤣🤣🤣🤣🤣']"
C59.796,Ekdom thik bolacho😊,NAG,NGEN,ekdom thik bolacho😊,"['ekdom', 'thik', 'bolacho😊']"
C46.190,"আমার গ্রাম থেকে একটু পাশের গ্রামে এই ঘটনাটি ঘটেছিল তবে এখনো ওই জায়গায় প্রচুর
পরিমাণে গাইট আছে আশা করি আর কোনোদিন এইসব খারাপ কাজ হবে না",NAG,NGEN,আমার গ্রাম থেকে একটু পাশের গ্রামে ঘটনাটি ঘটেছিল তবে এখনো ওই জায়গায় প্রচুর পরিমাণে গাইট আছে আশা করি কোনোদিন এইসব খারাপ কাজ হবে,"['আমার', 'গ্রাম', 'থেকে', 'একটু', 'পাশের', 'গ্রামে', 'ঘটনাটি', 'ঘটেছিল', 'তবে', 'এখনো', 'ওই', 'জায়গায়', 'প্রচুর', 'পরিমাণে', 'গাইট', 'আছে', 'আশা', 'করি', 'কোনোদিন', 'এইসব', 'খারাপ', 'কাজ', 'হবে']"
C44.291,ভাই বোনের ভালোবার মানে জানেনা এরা এধের মরা ভালো,NAG,GEN,ভাই বোনের ভালোবাসার মানে জানেনা এরা এদের মরা ভালো,"['ভাই', 'বোনের', 'ভালোবাসার', 'মানে', 'জানেনা', 'এরা', 'এদের', 'মরা', 'ভালো']"
C59.1172,Darun....,NAG,NGEN,darun....,['darun....']
C45.570.3,Puja tumi okhane kaj korbe na ki,NAG,NGEN,puja tumi okhane kaj korbe ki,"['puja', 'tumi', 'okhane', 'kaj', 'korbe', 'ki']"
C59.357,Darun dada,NAG,NGEN,দারুন বুক,"['দারুন', 'বুক']"
C59.114,Dada tmr bari Ki Cooch beher ey,NAG,NGEN,dada tmr bari ki কোচ beher ey,"['dada', 'tmr', 'bari', 'ki', 'কোচ', 'beher', 'ey']"
C45.633.1,@Salam Laskar kya bola samoj nahi ayi,NAG,NGEN,@ সালাম laskar kya bola সর্বাধিক nahi যা,"['@', 'সালাম', 'laskar', 'kya', 'bola', 'সর্বাধিক', 'nahi', 'যা']"
C45.708.1,Keno tmi jabe,NAG,NGEN,keno tmi যাবে,"['keno', 'tmi', 'যাবে']"
C66.2,Baal er srijit mithila,CAG,NGEN,বাল er srijit mithila,"['বাল', 'er', 'srijit', 'mithila']"
C59.1215,"Tui o station a bose gan koe tuio Mumbai jabi. Ranu mondol k nea jara maja
korche tader bolchi.",NAG,NGEN,টি ইউআই দ্য station a bose গ্যান কেউ তুইও mumbai জাবি. মন্ডল প্রতি খবর যারা maja করছে তাদের বলচি,"['টি', 'ইউআই', 'দ্য', 'station', 'a', 'bose', 'গ্যান', 'কেউ', 'তুইও', 'mumbai', 'জাবি.', 'মন্ডল', 'প্রতি', 'খবর', 'যারা', 'maja', 'করছে', 'তাদের', 'বলচি']"
C59.654,Amr mone hoi karor name a na bola thik na i mean criticized korata uchit na,NAG,NGEN,আমর মনে hoi karor name ক na বলা ঠিক i mean সমালোচিত করাটা uchit,"['আমর', 'মনে', 'hoi', 'karor', 'name', 'ক', 'na', 'বলা', 'ঠিক', 'i', 'mean', 'সমালোচিত', 'করাটা', 'uchit']"
C68.342,নিজেকে কিভাবে উপস্থাপনা করতে হয়। সেই বুদ্ধি এই মহিলার ভিতর নাই।,CAG,NGEN,নিজেকে কিভাবে উপস্থাপনা করতে হয়। সেই বুদ্ধি মহিলার ভিতর নাই।,"['নিজেকে', 'কিভাবে', 'উপস্থাপনা', 'করতে', 'হয়।', 'সেই', 'বুদ্ধি', 'মহিলার', 'ভিতর', 'নাই।']"
C62.333,magi,OAG,GEN,মাগি,['মাগি']
C44.164,সালারা ভাই বোনের প্রেম বলে মিথ্যে শিরোনাম দিস লজ্জা করে না তোদের,NAG,GEN,সালারা ভাই বোনের প্রেম বলে মিথ্যে শিরোনাম দিস লজ্জা তোদের,"['সালারা', 'ভাই', 'বোনের', 'প্রেম', 'বলে', 'মিথ্যে', 'শিরোনাম', 'দিস', 'লজ্জা', 'তোদের']"
C45.367.1,Nich tips,NAG,NGEN,তাদের পরামর্শ,"['তাদের', 'পরামর্শ']"
C68.140,Thik koreche koyel . Ranu mukhe sobai mile juto Mara darkar,CAG,NGEN,ঠিক করেছে কোয়েল . ranu মুখে সবাই মাইল জুতো mara দরকার,"['ঠিক', 'করেছে', 'কোয়েল', '.', 'ranu', 'মুখে', 'সবাই', 'মাইল', 'জুতো', 'mara', 'দরকার']"
C59.146,Patha ranu mondal,OAG,NGEN,পাঠা মন্ডল,"['পাঠা', 'মন্ডল']"
C44.213,ছিঃ সমাজের লজ্জা এরা যে কেন জন্মায়,NAG,NGEN,ছিঃ সমাজের লজ্জা এরা যে কেন জন্মায়,"['ছিঃ', 'সমাজের', 'লজ্জা', 'এরা', 'যে', 'কেন', 'জন্মায়']"
C59.901,Ba ranu di ba 😂😂😂😂😂😂😂😂,NAG,NGEN,বা বা 😂😂😂😂😂😂😂😂,"['বা', 'বা', '😂😂😂😂😂😂😂😂']"
C59.1301,Akdom thik bolaco ar hmm ranu di plz aktu vaba chinta kotha bolban,NAG,NGEN,পরিসংখ্যান ঠিক বোলাকো হুঁ plz আইন বিনামূল্যে চিন্তা কথা বলবান,"['পরিসংখ্যান', 'ঠিক', 'বোলাকো', 'হুঁ', 'plz', 'আইন', 'বিনামূল্যে', 'চিন্তা', 'কথা', 'বলবান']"
C68.571,রানু তো নিজেকে বর মনে করছে ভিখারী জীবন ভালো ছিলো,CAG,NGEN,তো নিজেকে বর মনে করছে ভিখারী জীবন ভালো ছিলো,"['তো', 'নিজেকে', 'বর', 'মনে', 'করছে', 'ভিখারী', 'জীবন', 'ভালো', 'ছিলো']"
C59.1134,Valo,NAG,NGEN,ভালো,['ভালো']
C45.772,এদের কে সরকার একটু হেল্প করুক এগুলা কাজ করে অর কত দিন চলবে,NAG,NGEN,এদের কে সরকার একটু হেল্প করুক এগুলা কাজ অর কত দিন চলবে,"['এদের', 'কে', 'সরকার', 'একটু', 'হেল্প', 'করুক', 'এগুলা', 'কাজ', 'অর', 'কত', 'দিন', 'চলবে']"
C59.1506,Kelani. Khabi,OAG,NGEN,kelani. খাবি,"['kelani.', 'খাবি']"
C45.701.2,7003108725 what's app number contact koro,NAG,NGEN,৭০০৩১০৮৭২৫ কি app সংখ্যা যোগাযোগ করো,"['৭০০৩১০৮৭২৫', 'কি', 'app', 'সংখ্যা', 'যোগাযোগ', 'করো']"
C45.330,"Akdom uchit hoini video ta Kora!! Fltu mentality!! Orao Manus...tmr vaggo valo
tmr familyr Kew prostitute noii idiot!! Tahole tader video krle tadero orokm
kharap lage nonsense!!! Ora lok k sorir deii kintu oder Mon ta onk clean..!!
Bustard!!",OAG,GEN,পরিসংখ্যান উচিত হয়নি ভিডিও টা করা!! fltu মানসিকতা !! ওরাও মানুষ...তমার আমি যাই ভালো tmr ফ্যামিলির কেও বেশ্যা নতুন বোকা !! তাহলে তাদের ভিডিও krle ট্যাডেরো অরোকম পরিখা লাগে ছাইপাঁশ!!! এখন লোক k sorir ডিআইআই কিন্তু বা আমার ta onk clean..!! bustard!!,"['পরিসংখ্যান', 'উচিত', 'হয়নি', 'ভিডিও', 'টা', 'করা!!', 'fltu', 'মানসিকতা', '!!', 'ওরাও', 'মানুষ...তমার', 'আমি', 'যাই', 'ভালো', 'tmr', 'ফ্যামিলির', 'কেও', 'বেশ্যা', 'নতুন', 'বোকা', '!!', 'তাহলে', 'তাদের', 'ভিডিও', 'krle', 'ট্যাডেরো', 'অরোকম', 'পরিখা', 'লাগে', 'ছাইপাঁশ!!!', 'এখন', 'লোক', 'k', 'sorir', 'ডিআইআই', 'কিন্তু', 'বা', 'আমার', 'ta', 'onk', 'clean..!!', 'bustard!!']"
C58.400,Puro vutni lagche,NAG,GEN,puro ভুটনি প্রয়োগ করুন,"['puro', 'ভুটনি', 'প্রয়োগ', 'করুন']"
C59.1423,"Ki dilen dada, vedio ta valo laglo",NAG,NGEN,"ki দিলেন বুক, ভিডিও টা ভালো লাগলো","['ki', 'দিলেন', 'বুক,', 'ভিডিও', 'টা', 'ভালো', 'লাগলো']"
C59.2054,Vul ta otindro dar,NAG,NGEN,ভুল টা ওটিনড্রো কিন্তু,"['ভুল', 'টা', 'ওটিনড্রো', 'কিন্তু']"
C59.2146,Funny guy😂😂😂😂,NAG,NGEN,হাস্যকর guy😂😂😂😂,"['হাস্যকর', 'guy😂😂😂😂']"
C59.451,সুন্দর কথা বলেছেন।,NAG,NGEN,সুন্দর কথা বলেছেন।,"['সুন্দর', 'কথা', 'বলেছেন।']"
C45.277,Chudir vai alaka dekhte asechis to rate jigges korchis kno,OAG,GEN,চুদির বা প্রাসঙ্গিকতা dekhte আসেক এস প্রতি হার জিগস korchis গিঁট,"['চুদির', 'বা', 'প্রাসঙ্গিকতা', 'dekhte', 'আসেক', 'এস', 'প্রতি', 'হার', 'জিগস', 'korchis', 'গিঁট']"
C65.227,খানকী পরীমনি,OAG,GEN,খানকী পরীমনি,"['খানকী', 'পরীমনি']"
C68.135,Your right...kub kub valo,NAG,NGEN,তোমার ডান ... কুব ঘনক্ষেত্র valo,"['তোমার', 'ডান', '...', 'কুব', 'ঘনক্ষেত্র', 'valo']"
C68.69,ekdom,NAG,NGEN,একদম,['একদম']
C59.1969,"Dada . kukurer pate ghee hajam hay na . Ungreteful lady . Punarai musika
bhobo. thank you dada",CAG,NGEN,বুক . kukurer ঠিকানা ঘি হাজাম হয় na . ungreteful মহিলা . পুনর্মিলন সংগীত ভোবো। ধন্যবাদ আপনি বুক,"['বুক', '.', 'kukurer', 'ঠিকানা', 'ঘি', 'হাজাম', 'হয়', 'na', '.', 'ungreteful', 'মহিলা', '.', 'পুনর্মিলন', 'সংগীত', 'ভোবো।', 'ধন্যবাদ', 'আপনি', 'বুক']"
C46.242.4,"@AVIJIT NANDI
আর হিন্দুর জাত রা তো 😃😃দুর্গা পুজোর সমই 8/10 জন মিলে একটি মেয়ে কে রেপ করছে তার
বেলা কি বলবেন আপনি
আপনারা এতে অংহকার করছেন কিভাবে",OAG,GEN,@ অভিজিৎ নন্দী হিন্দুর জাত রা তো 😃😃দুর্গা পুজোর সমই ৮/১০ জন মিলে একটি মেয়ে কে রেপ করছে তার বেলা কি বলবেন আপনি আপনারা এতে অংহকার করছেন কিভাবে,"['@', 'অভিজিৎ', 'নন্দী', 'হিন্দুর', 'জাত', 'রা', 'তো', '😃😃দুর্গা', 'পুজোর', 'সমই', '৮/১০', 'জন', 'মিলে', 'একটি', 'মেয়ে', 'কে', 'রেপ', 'করছে', 'তার', 'বেলা', 'কি', 'বলবেন', 'আপনি', 'আপনারা', 'এতে', 'অংহকার', 'করছেন', 'কিভাবে']"
C68.1130,Ranu di emni hotei pare na,CAG,NGEN,এমনি হতেই পারে,"['এমনি', 'হতেই', 'পারে']"
C68.563,মাগিকে।মারো,OAG,GEN,মাগিকে।মারো,['মাগিকে।মারো']
C47.92,"Maye ba mohila der bol6i ki6u diner shukher jonno sara jibone nosto na korai
vlo",NAG,GEN,maye বা mohila der bol6i ki6u দিনের shukher জন্য সারা jibone নষ্ট vlo,"['maye', 'বা', 'mohila', 'der', 'bol6i', 'ki6u', 'দিনের', 'shukher', 'জন্য', 'সারা', 'jibone', 'নষ্ট', 'vlo']"
C44.98.1,হিন্দুদের অনেক ফরমালিটি থাকে,NAG,NGEN,হিন্দুদের অনেক ফরমালিটি থাকে,"['হিন্দুদের', 'অনেক', 'ফরমালিটি', 'থাকে']"
C55.178,Khankimagi akta..salar Fasi chai,OAG,GEN,খানকিগি একটা..শালার ফাঁসি চাই,"['খানকিগি', 'একটা..শালার', 'ফাঁসি', 'চাই']"
C45.718,ভাই এটা কোন জায়গার বলেন,NAG,NGEN,ভাই এটা কোন জায়গার বলেন,"['ভাই', 'এটা', 'কোন', 'জায়গার', 'বলেন']"
C65.150,পরিমনির এলার্জি আছে,NAG,NGEN,পরিমনির এলার্জি আছে,"['পরিমনির', 'এলার্জি', 'আছে']"
C68.442,"সব ই ঠিক আছে...কিন্তু আপনি যেই হেডিং টা দিয়েছেন ""রানু মন্ডল কে জুতো ছুড়ে
মারলেন কোয়েল মল্লিক"" সেই ব্যাপার এই তো আপনি কিছু বললেন না....এই সব হেডিং
দেওয়ার কোনো মানেই হই না",CAG,NGEN,"সব ই ঠিক আছে...কিন্তু আপনি যেই হেডিং টা দিয়েছেন ""রানু মন্ডল কে জুতো ছুড়ে মারলেন কোয়েল মল্লিক"" সেই ব্যাপার তো আপনি কিছু বললেন না....এই সব হেডিং দেওয়ার কোনো মানেই হই","['সব', 'ই', 'ঠিক', 'আছে...কিন্তু', 'আপনি', 'যেই', 'হেডিং', 'টা', 'দিয়েছেন', '""রানু', 'মন্ডল', 'কে', 'জুতো', 'ছুড়ে', 'মারলেন', 'কোয়েল', 'মল্লিক""', 'সেই', 'ব্যাপার', 'তো', 'আপনি', 'কিছু', 'বললেন', 'না....এই', 'সব', 'হেডিং', 'দেওয়ার', 'কোনো', 'মানেই', 'হই']"
C59.820,Darun dada bhay,NAG,NGEN,দারুন dada bhay,"['দারুন', 'dada', 'bhay']"
C62.6,জানোয়ার,OAG,NGEN,জানোয়ার,['জানোয়ার']
C45.130,First vikari,NAG,NGEN,প্রথম প্যাথলজিক্যাল,"['প্রথম', 'প্যাথলজিক্যাল']"
C44.258.1,Ata Police file Police matir tola thaka sob bahir kora fela 😂😂,NAG,NGEN,তারা পুলিশ file পুলিশ matir tola thaka sob বাহির করা fela 😂😂,"['তারা', 'পুলিশ', 'file', 'পুলিশ', 'matir', 'tola', 'thaka', 'sob', 'বাহির', 'করা', 'fela', '😂😂']"
C46.238,sob kota ke public er hate chere deyo uchit...,CAG,NGEN,sob kota ke পাবলিক er হাতে chere বাইরের uchit...,"['sob', 'kota', 'ke', 'পাবলিক', 'er', 'হাতে', 'chere', 'বাইরের', 'uchit...']"
C68.1091,সালার মুখে জুতা মারা উচিত,OAG,NGEN,সালার মুখে জুতা মারা উচিত,"['সালার', 'মুখে', 'জুতা', 'মারা', 'উচিত']"
C68.700,"Sobi thik a6e Dada but
Title ta ja 6ilo seta Ami puro vdo te khujhe pelam na🧐🧐🤔🤔",NAG,NGEN,sobi thik a6e বুক but title ta ja 6ilo সেটা ami puro vdo te খুসে pelam na🧐🧐🤔🤔,"['sobi', 'thik', 'a6e', 'বুক', 'but', 'title', 'ta', 'ja', '6ilo', 'সেটা', 'ami', 'puro', 'vdo', 'te', 'খুসে', 'pelam', 'na🧐🧐🤔🤔']"
C45.652,"Charidike jouno pally ,,, lottery,,,mod,,,,unnoyon",CAG,NGEN,"চারিদিকে jouno pally ,,, লটারি ,,, মোড ,,, আনঅনন","['চারিদিকে', 'jouno', 'pally', ',,,', 'লটারি', ',,,', 'মোড', ',,,', 'আনঅনন']"
