monolingual,Sub-task B
পরি তুমি সেক্স মুভি করলে হলে অনেক লোক পাবে,0
হিরো কে জংগল থেকে ধরে এনেছে মনে হয় জংলী জানুয়ার,1
"""বাঃ দি বাঃ"" কি বলার আছে🙄🙄",1
vicket মোল্লা দ্য পেলাম,1
জনাব এস * ******* ধন্য জমি,0
তোরে গিন্না করি,1
কুকুরের লেজ কখন সোজা হয়,1
খুব ভালো লেগেছে।রানু রে আবার আগের জায়গায় ফিরিয়ে দেওয়া হক রেলস্টেশনে। তাহলে বুঝতে পারবে তার ভবিষ্যৎ বানি কি।,1
ছোট লোকের স্বভাব সবসময় ছোটলোক থাকে বড়লোক কোনদিন।,1
টাকার জন্য মানুস এত নিচে নামতে পারে,1
bal gulo dharmo nia pore ache.manusher akta e poricoy se manus.,1
মন্ডলের গানে উপস্থিত আমার আত্মহত্যা সংক্ষিপ্ত মনে হয় 😰😰😰😰😰😭😭😭😭😭😭☠️☠️☠️☠️☠️☠️☠️,1
prem noy onno karon chelo.....,1
ranu প্রতি star theke unstar দিয়েই uchi কুত্তার বাসকা একটা,1
বালের ভিডিও,1
অশিক্ষিত osikkhitoi হয়,1
তুকে লুজ ছেড়ে দিয়েছে😀😁😀বিয়ের আগে প্রেম এমনি হয়।।।,1
চল আছে তোর গ্যান কমান্ড ভালো লাগে,1
বাভে মন্ডল কে বাঁশ দেওয়া উচিত,1
এটা নাকি নায়ক??,1
কাজের সময় কাজি কাজ ফুরালেই পাজি,1
বুক ভুল নোলেন মন্ডল এবং অবস্থা দ্য যদি আরো ওপরে অন্যান্য thle সালমান r হেমেশ প্রতি বুগোবান চাকর এনজেআর চাকর বোলডিবে ... এবং ফালতু অনেক সুপ্পে ..,1
রাজা যদি ভিখারি হয়ে যাই প্রতি রাজার চাল যাই ভিখারি jodi রাজা হয়ে যাই বিশেষজ্ঞ চাল যাই,1
বুক আপনার ranu খারাপ দিয়ে অন্য গিঁট vido করতে ভাগ্য নাকি,1
ঘরের বিতর যতই কান্না করো দরজা টা খুলো আসলে মুখে কারণ দুর্বল হলেই মানুষ আঘাত করে.. বলো মানুষ কখনো অননোক গালি দেয়না. 😭balo থাকো subha,1
অহংকার রেন্ডি,0
তোদের ঢং r vlo লাগে,1
মন্ডল-আমি তো জানি আমি কে। আমি-তুমি বড়ো বাল।,1
এত বড় দুধ স্নেহার,0
bainchot তোদের কোথায় fatchhe,0
"দলিল, তুমি গিঁট বাহুল কথা ব্লোনস সব ঠিক বলেছো.সত্যি কথা বলতে আমি কিন্তু খুব মাছি বস্টম কারণ আমি দ্য বাঙালি r বাঙালির নাম রাখার জন্য মাছি একটা প্রতিভা ভিতরে রাংঘাটার mandol.but পরে মন্ডল সব কথা বললো টা শুনে amr কাছে খুব করপ লাগলো আমি রানুর যত ভিডিও ভাগ করেছিলাম সব মুছে ফেলা দিয়েছে, কোথায় আসে গরিব যদি উদ্ধৃতি হয় তার ওহে গরিবের অভ্যাস যাবে r উদ্ধৃতি যদি গরিব হয় তার ওহে কোটিপতির অভ্যাস যাবে না...এই কথা বোলম তার জন্য তোমরা কিছু মনে সরাইখানা বন্ধুরা, কিন্তু আমি বলতে বদ্ধ হোল, ...",1
সবাই মিলে তাকে তার আগের জায়গায় ফিরিয়ে দেওয়া দরকার,1
দুঃখিত চেষ্টা করুন আঁকুন কখন টিমি,0
দ্য কিসের নায়োক,1
যে দেশে সমকামী বৈধ্য সে দেশে যৌন পল্লী আবার কি?,0
বাংলার পতিতা,0
or গানে শুনলে কিন্তু টা জলে jai,1
ভিখারির হাতে এক টাকা দিয়ে ছেড়ে দেওয়াই ভালো। থেকে বেশি কিছু করতে গেলে রকমই হবে । আমিও ঠকে শিখেছি। তাই ভিখারির প্রতি আমার একটুও মায়া দয়া নেই। একটা ভুলের জন্য আমি সারা জীবন ধরে পস্তাচ্ছি।,1
একটা মানুষকে টাকা পয়সা দিয়ে দেখুন তার ভিতরে লুকিয়ে থাকা অমানুষিগতা বেরিয়ে আসবে এটা তার প্রমাণ,1
বালের পেটে ঘি হজম হয়না এটাই সত্যি😂😎😎,1
কাকের পিছনে ময়ূরপুচ্ছ লাগালেই কাক ময়ূর হয়ে যায় কাক কাকই থাকে,1
মোদি চা ওলা থেকে প্রধান মন্ত্রী সে লজ্জা পাইনা ও সামান্ন গাইকা হয়ে ভাউ বেড়ে গেছে,1
তোমাদের দেশি নেই বুঝি. যেন আউট প্রমাণিত বেশি ঘাড় মুকুট,0
স্যার মন্ডল আহহহ্ 😬 opss ranu mondal🤣🤣,1
লোক কে দেখতেই বদমাইস মনে হয়,1
or কথা শুনলে amr soril jole jai,1
মুখ চোদা or matha টা karap,1
পাগলা গারদে পাঠানো দরকার। মেন্টাল একটা মানুষ,1
vikhare chudi,1
ranu di kono dino agiye jete parbe na,1
মণ্ডল স্টেশন party ক অঙ্কুরিত মটরশুটি উচিত,1
বরিং হচ্ছে দয়া করিয়া এটি ঠিক করো c ভাই,1
হিন্দুদের রকম হবে বেগম থাকলে,1
মালুর বাচ্চারা এগুলো মানে,1
"বাঁদরকে মাথায় তুল্লে যা হয় আরকি 😂😂 ওর জন্য স্টেশনই ঠিক আছে,,, ভিখারি কোথাকার। কাক ময়ুরের পেখম লাগালেই ময়ুর হয়ে যায় না,,,,,mind it.....। 😁",0
আমি ভাবজি ? মনডলের নামে কুকুর পুষবো আসলে কুকুর বলেও কম বলা হবে😂😂😈😃😁,1
aparna sen egolo niye mukh khule na,1
তুই তো কুততা মানুষ জানে কুততা পেটে ঘি সয়না আসতা মাগি একটা খায়তো ভিক্ষা এখন আমি তো ভিখারি ছিলাম কে কে এক মত পিলিজ একটা লাইক,0
dada ar পুরুষ পরবর্তী na,1
বুক ঠিক বলেছেন ফালতু বড়ি,1
মিথিলা এখন মুখার্জি বাড়ির বৌদি খুব সুন্দর,1
"মানুষ ধনী হতে পারে কিন্তু বনেদি হতে পারে ।ধনী, টাকা খ্যাতি দিয়ে হওয়া যায় বনেদিয়ানা জন্মগত গুন।তাই মন্ডল কে seriously নেওয়ার কোনো দরকার নেই।",1
নীতিহীন মহিলা অপু বিশ্বাসের সকালে বলে মুসলিম বিকালে বলি হিন্দু,1
ঠিক বললে যদি বিকল্প বিক্রয় hoi রাজা রাজা hoi,1
🤣🤣🤣🤣ranu শিশি 🤣🤣🤣🤣🤪🤪🤪🤪🤪,1
মন্ডল...গান গাইতে পরাণ একদম ফালতু গান দিনটি ওহোনকার কিশার .... বড় .... সেলিব্রিটি ঠিক আবার ঠিক আছে ভিক্ষুক পথ ক ফেলে দিন...তখন নিভে গেছে পারবে আমার,1
রকম লোক প্রতি r আমাদের লাগবে,1
"মানুষ যত সাফলো পে,নম্রতা tatoi besi হয়.বুট সেটা to বা রক্ত e নেই.এই করোনেই বেশি বাংসো porichy.setai প্রতি or me শিখেছে.তাই ভিক্ষুক ma দেখেনি r celebrity কি ভায়া ফটো post করেছে",1
du লাইন গান kore সেগুলো ওহোনকার হয়ে গেলো বা থেকে জিনিস সুন্দর gaan or জন্য যেন ar আমরা কোটি গ্যান শুনতে পার্বোনা dorkar নেই বা গান সোনার,1
"অশেষ ধন্যবাদ দাদা আপনাকে ভিডিও টা দেখানোর জন্য । তাই বলছি দাদা.....কুকুরের লেজ কখন সোজা না, যত‌ই টানা হবে সোজা হবে না।...... বাকি টা বুঝে নিতে হবে",1
ঠিক ... মন্ডলের এইসব আচরণ থেকে আমাদের অনেক কিছু শেখার আছে ।।।,1
আমি প্রথম থেকে প্রচণ্ড করতাম,1
"যে যাই বলুক, বড় বংশের মানুষ হলে বড় মনের মানুষ হ ও য়া খুব মুশকিল। শুরুটা যদি মাত্রা হীন তবে মাঝে শেষে কি মাত্রা থাকে বলুন??? সে কথার মাত্রা হোক বা জীবনের।",1
রাজা যদি ভিখারি হয়ে যাই প্রতি রাজার চাল যাই ভিখারি jodi রাজা হয়ে যাই বিশেষজ্ঞ চাল যাই,1
jaded rokto ta khankir hoi tara konodin valo hoi na,0
টাকার জন্য মানুস এত নিচে নামতে পারে,1
মানুষের অহংকার মানুষের পতনের কারণ,1
আয়রন স্মার্ট vabei bola holo না.তুমিও যদি সুযোগ pao দেখবে tumio গড় চাকা palti খাছ.অভি টা কম kore sothik কথা টা ইহা ছিল.,1
সবার এক প্রবলেম ওর সং শুনলে মাথা ব্যথা,1
ara vii bikari to bhikari hoy..,1
চাইতে সব kichu peye গেলে মানুষ ব্যর্থতা beimaan hoy .,1
bhikhari প্রতি bhikhari তাকবীর,1
@binayak পুরকায়স্থ মামির সাথে প্রেম খুব মজা পেয়েছিল মনে হয় ক্রিস্নো,0
paglitr জিএন r সানবোনা ami,1
বা গরিব বেসার ভিডিও বানিয়ে উড্রো er মুখ পরে যারা ei sob তাদের ভিডিও কর,0
যেভাবে মিডিয়ার মাধ্যমে মন্ডল ভাইরাল হয়েছিল সের মিডিয়ায় আবার আনন্দলকে রেলস্টেশনে ভিখারীর কাতারে বসিয়ে দিতে পারেন অন্য বিকার এদের মাথায় উকুন বেশি নয় কারণ রানুস মন্ডল জানেন মন্ডল মাথায় উকুন বেশি তাই উনার মাথার উকুন অন্যদের মাথায় উঠবে বলে তাই মন্ডল এদের কাছ থেকে দূরে থাকবেন,1
ঠিক আছে আবার বিক্ষিপ্ত লাইন patye দিতে,1
ranu k ranaghate এপ্রিল bosia দিন asahok tahole or jaygata o বার্ধক্য gandu akta ranu..,1
titel ono ভিডিও মনো ... শেভ sala,1
"@সোনালী ননদিনি 😁 😂 😃 😄 😆 😉 😗,,,, আমাকে মন্তব্য করার জন্য আপনাকে অসক্ষ ধন্যবাদ সোনালী দেবী 🙏,,,, আমি ভাবছি এক বালতি উকুন কথা থেকে জোগাড় করবো ,, ?? আমাজন এ অডের করলে কি পাওয়া যাবে,,, ??? ভাল রাত আমার বন্ধু শুভ মহালয়ার প্রীতি ও শুভেচ্ছা রইলো,, ভালো থাকবেন 🙏",1
🤣🤣🤣🤣ranu শিশি 🤣🤣🤣🤣🤪🤪🤪🤪🤪,1
হলো বালকাতার অবস্থা ।।। শালারা আবার বড় বড় কথা বলে।।।,1
বাঘ ইন্ডিয়ান আউট পাগল বাই উপায় পাবি?,1
আমাকে পরিমনির সাথে দিলে ভাল হত,1
কুওার পেটে কি ঘি হজম হয়,1
গূদ,0
ফকিন্নির বাচ্চা আবার রাস্তায় নেমে যাবি।ওই রানা ঘাট স্টেশনে তোর জায়গা হবে।,1
আমার মনে ওনি কখনো আয়না দেখেনি। যদি দেখত তাহলে বুঝতে পারতো সে কে কি তাঁর পরিচয়।,1
রানুকে আবার ভিক্ষারী হতে হবে😑😑😑,1
"পাগল তো পাগল হয়, ভিখারী তো হয় 😭😭😭😭😭😭😭😭😭😭😭",1
ভাগ্য ভাল ভিডিওটা করার সময় বুঝতে পারেনি ওরা হলে তোমাকে ও চুদে দিতো,1
পাগলী কে জুতো খুলে মারা উচিত,1
কুওার পেটে কি ঘি হজম হয়,1
"অশেষ ধন্যবাদ দাদা আপনাকে ভিডিও টা দেখানোর জন্য । তাই বলছি দাদা.....কুকুরের লেজ কখন সোজা না, যত‌ই টানা হবে সোজা হবে না।...... বাকি টা বুঝে নিতে হবে",1
"রানুদির জন্য মান গাছে ঝুলে পড়তে ইচ্ছা ,,,😠😠এত বিরক্তিকর মহিলা ,,,",1
তুমি একটা বোরো বাল,0
ছোট লোকের স্বভাব সবসময় ছোটলোক থাকে বড়লোক কোনদিন।,1
ভুল বলছেন না। সত্য কথা বলছেন। আমি আগেও কমেন্ট দিয়ে ছি যে বেইমান ৰানুৰ গান আমি শুনবনা।,1
উনাকে উনারি জুতো এবং গু ছুরে মারা উছিত,1
রানুর মত কোটি কোটি শিল্পী ভারতে আছে সবাই সুযোগ পায়,1
আপনার প্রতিভাই এগিয়ে নিয়ে যাবে আপনাকে তবে সতর্ক টা হলো সরবাগ্রে,1
হিরো কে জংগল থেকে ধরে এনেছে মনে হয় জংলী জানুয়ার,1
bnorar goli moktur mala .mani na khokno. rastyr ফোকার tasty lathe mara bosea দিয়েছে ধরে kat.,1
প্রতি প্ল্যাটফর্ম রাখা এবং বা দ্য প্রতি dustbin ক কথা বলে daw হ্যালো গুতর দাম কেবল যাবে,1
শম্পর্ক কোনো মন্তব্য কর্টিউ rucite bade.,1
"আপনি রানুর পিছনে কেন লাগলেন ?রানুর prativa ছিল বলেই আজ ওএইযায়গায় আসতে পেরেছে, ভাবতে হবে আমাদের সমাজ ব্যবস্থার চরম অবস্থার জন্য এতদিন তার প্রতিভা চাপা ছিল ।রানাঘাটের chakrabarty এবংতার আরো কিছু বন্ধুর সহযোগিতায় রানুর প্রকাশ ঘটেছে ।অন্য দিকে কথায় কিছু অসংলগ্ন ?এটা কটাক্ষ করা অমানবিক! কিছু কুচুটে লোকের অসৎ উদ্দেশ্য চরিতার্থ করার জন্য আপনি ভিডিও প্রচার যাওয়া থেকে বিরত থাকার অনুরোধ করছি ।ভালো থাকুন ।",1
বুক . kukurer ঠিকানা ঘি হাজাম হয় na . ungreteful মহিলা . পুনর্মিলন সংগীত ভোবো। ধন্যবাদ আপনি বুক,1
কম জলের মাছ বেশি জল পেলে এরকম,1
মানুষের অহংকার মানুষের পতনের কারণ,1
valo hoyeche moreche🤬🤬chii chiii...bhai boner moto pabitro smparko ki kore nosto kore era,0
যদি লোহা bhogoban bhogoban,1
আমার জমি bolsen ২ ম্যাচ shohay কোরবেনা,1
সরকার এদের কে সম্পূর্ণ ভাবে সাহায্য করে..আপনার এত সমস্যা কোথায় হচ্ছে?আর যাই হোক..চুরি ডাকাতি তো না...এই আপনাদের মত মানুষ দের শরীরের খিদে মেটায়.. এরা থাকলে তো সাধারণ মেয়েরাই বাঁচতো না.. এদের কে যাই বলুন...অপমান করবেন,1
এখানে শাকিবের দোষ ও ইচ্ছে করলে মেয়েটি কে ভালো মানুষ করতে পারতো,1
"mostly🙄🙄🙄🙄disease,,moment,,audience🙄🙄🙄🙄 এসব কি শুনলাম বাড়া🤣🤣🤣🤣🤣🤣🤣🤣",0
দুর্বল চোদা,0
বাবা ভিক্ষুক আমি ঘৃণা করি,1
ranu মণ্ডল gan ta শুনলে মাথা gorom হয়ে jai.....nice vedioo,1
"@সোনালী ননদিনি 😁 😂 😃 😄 😆 😉 😗,,,, আমাকে মন্তব্য করার জন্য আপনাকে অসক্ষ ধন্যবাদ সোনালী দেবী 🙏,,,, আমি ভাবছি এক বালতি উকুন কথা থেকে জোগাড় করবো ,, ?? আমাজন এ অডের করলে কি পাওয়া যাবে,,, ??? ভাল রাত আমার বন্ধু শুভ মহালয়ার প্রীতি ও শুভেচ্ছা রইলো,, ভালো থাকবেন 🙏",1
"প্রথমে সে হিন্দু ধর্মকে অপমান করেছে মুসলিম ছেলেকে বিয়ে করে,,নামাজ পড়েছে, রোজা রেখেছে,,সে মুসলিম সেজেছে,, এখন সে আবার হিন্দু হয়ে গেছে,,এ কেমন কথা কালিমা পড়ে মুসলিম হল, এখন আবার পুজো করবে হিন্দুরা তাকে কিভাবে গ্রহন করবে?দু ধর্মকে অপু হেনস্তা করছে।",1
পাগল,1
আজ আমার ভুল ভাঙলো।রানু ভিখারি মুখ দেখা ও পাপ।ওর গালাগালি দিলে ও রাগ মিটবে না।রাস্তার কুকুর রাস্তায় ভালো শোভা পায়।,1
ai paglir karone কোনো প্রতিভা প্রকাশিত হবেনা,1
এদের কি মরণের চিন্তা নাই,1
স্যার মন্ডল আহহহ্ 😬 opss ranu mondal🤣🤣,1
দেশ maya সবাই akoirakam,1
ভাই তুই তো বেশ্যার চাইতেও খারাপ মনে হচ্ছে। ছাগলচোদা পোলাপান। কিছু পাসনা ইউটিউবে ছাড়ার জন্য??? 😠😠😠,0
যাকে খানকি বলছিস সে তোর গাঁড়ে লাঠি মারেনি তোর ভাগ্য ভালো...খানকির ছেলে অভাবে যারা কাজ তাদের খেতে তো দিবি তাদের সম্মান নষ্ট করছিস মা চোদাতে??,0
বলবো আমি চি করা,0
অহংকারী মাগীর,0
মাগি মিথ্যাবাদী,0
সালা ভিখারি তোর এতো অহংকার,0
একটা রাস্তার ভিখেরির কাছে থেকে বেশি কি আশা করা যেতে পারে ।,1
@হিয়াশা জামান হীর তোর মুখে ধোন আবরণ দেব ...,1
কেটে. ফেলবো হারাম খোর,1
মনডল হল বেইমান,1
মাগিকে মনে প্রনে ঘৃণা করুন,0
pagli magi,0
bhikhari ranu মন্ডল,1
পুনরায় আবার রানাঘাট স্টেশন ক পাতানো drkr ..... হল হুইকি .....,1
sera vai just jhakkas,1
"এদের পুলিশ ধরে কেন, ঢেমনামি",1
বিক্রয় সেখানে ভাল morbo,0
"গুলাকেই বলে মাদার চুদ, সালি নেংটির জাত",0
মন্ডল মানসিকভাবে অসুস্থ তাই কখন কি বলে ওর বোধগম্য না। ওকে নিয়ে এসব ফালতু আলোচনা কেন? আপনি মন্ডলের থেকেও মানসিক ভারসাম্যহীন এবং নিন্দুক। এসব ঘৃণ্য কাজ আপনি কি পান? থামো অপ্রয়োজনীয় broadcasting of হাতে বক্তৃতা you উচিত আছে to go প্রতি মনোরোগ বিশেষজ্ঞ ডাক্তার for your মানসিক treatment. এটাই যথেষ্ট.,1
ওকে মারা উচিত।,1
খানকি magi.. বোকাচোদা মণ্ডল....,0
কঙ্কেমেজ,0
মাদারফাকার মণ্ডল,0
এদের কোন বিচার নয় সরাসরি গুলি ।।।দেশের আইন বদল হোক ।।এদের বাচার কোন আধিকার নেই ।।এদের পিটিয়ে মেরে ফেলা উচিত ছিল ।।,1
fasi chai kuttar baccha der,1
খানকি মাগী তোকে দেখলে ঘৃণা করে।,0
apnar gare chulkani ta iktu beshi bara 10taka neya chud te gecho gandu...,1
দার গান শুনলে আমার আঙ্গুর পায়😦😭😭,1
oও god ar thak tumi world ar sob lady k vaniah kora dau tahola e kono crime thakba na,0
নির্ভরযোগ্য বাদামী বোকাকোদা সবাই কেবল,0
মণ্ডল குட்டி,1
encounter প্রজ্ঞা,1
"fasi onek kom shasti, eder kupiye mara uchit thik je vabe oi soytan gulo oi meye take kosto দিয়ে আরও ফেলেছে thik সেই vabe oder mara uchit..",1
বুড়ি ta মরেও na joghonno গলা প্যাচ mangeshkar হবে tor বিশ্ব 😹😹,1
eai beimanta k charun,1
কুকুর বাচ্চা মন্ডল 😠😠😠😠😛🦍🦍🦍🐵,1
sala jamon bhikhari ranu temni চোটলোক meye..parle কঞ্চি die petan..keu kicchu bolbe na,1
eder একটাই সস্তা sobkotar পুরুষাঙ্গ কেটে dao.,0
মাদার cod,0
মন্ডল একটা অকৃতজ্ঞ বেইমান। ছি ছি এত বাজে বাজে কথা বলো কি ভাবে। দাদা আপনি একদম ঠিক কথা বলেছেন। মন্ডল এখন খুব উপরে উঠেছে বলে ওর বুদ্ধি লোপ পেয়েছে ও যেখানে ছিল সেখানে নামিয়ে দেওয়ায় ভালো ।,1
ছি...!! কত নোংরা হবে সমাজের মানুষ!! বমি করি এদের মুখে যারা ভাই বোনের মতো একটা পবিত্র সম্পর্ক কেও ভাবে নোংরা করে!! 🤮🤮,0
মণ্ডল குட்டி,1
আছে কেবল বালের মন্ডল টেরি ব্যবস্থা শুনে করতে পারা পরিখা হাইজেলো পুজোতে ইয়ারফোন নিয়ে ঘুরবো,1
tai nki magi 😂😂😂 ami to jani ami tui ekta magi,0
hitire cudi,0
গুদমারানী,0
হাত পা কেটে ছেড়ে দিতে হবে। ফাঁসি দিয়ে কিছু হবেনা।,1
বল,0
oi rendi ranu,0
অ্যাডমিন কে চোদে শালির মাগি,0
মাগির শুনায় লাত্থি দে,0
vekare টা বা bate ত্রুটি দেয়া tarao,1
চুদে মার সালাকে,0
ওহে খানকি মাগি,0
টাকা পেলে মানুষ কতটা বদলে যেতে পারে রানা মন্ডল বলেচে তার জুতা দিয়া পিটানো দরকার,1
ei মাগি ke পেলে জুতো দিয়ে mukh ফ্যাটবো দেখলে matha গরম hoi.... bhikari মাগি,0
ঘর khanki magi ranu,0
অ্যাডমিন কে চোদে শালির মাগি,0
@অভিজিৎ দ্য তোর কেবল ta kete nun lonka makhiye তোর বাড়ির লোক স্বপ্ন sourer baccha baper অধীনে diye বেরিয়েছিল আমি ... টর মাকে dekhle tor ধোন daray নাকি laora??sala pode কেবল sik gorom kore আবরণ দেব ধোনের aga দিয়ে গরম sik brye আসবে.,0
কে এনকোর গর্ত,0
মাগী,0
marr vikharike juto,1
সমুদ্র বের হও বেটে ভিকারি বাঁচা,1
মাগির গুষ্টি মারি,0
গান্ডু মন্ডল,0
khanki মাগি bessa.otoi চোদা খের শখ এবং পট্টি খানায়.মাগি নীচে। মাছি নিরীহ আমাদের এমটিও ছেলেদের কপাল pore আইসবি bessa মিলিগ্রাম jnno,0
মাগি,0
সালা,1
suarer bacha,1
"বোকা চোদা মহিলাকে কেন এখন ও মিডিয়া থেকে বের করছে না,, ওরে দেখলে আমার ঘৃনা হয় ও নাকি আবার মানুষকে ঘৃনা করে,,, ওরে জুতা পিঠা করা উচিত,, ফকিন্নির বাচ্চা,,, কথা কম বল,,,,,",0
পতিতালয় মাগি,0
তোরে চুদলে খানকি মাগি?,0
তুই সালা পাগল ওই ছাগল,1
কালা মাগি,0
"মদের অবশ্যই চলে r খানকি মাগি মেয়ে , বাঘ জীবনে পৃথিবী te টান ... কলোনকো চলে maye😀😀",0
মাগি,0
এক কথায় ও একটা অসভ্য নোংরা খারাপ মহিলা।,1
মুর্খ অকিতগ্য মন্ডল,1
একটা gud মারা ni,0
শীর্ষ ভিখারী r মি,1
ranu mondal ekta khanki magi,0
নাটকের সবাই গুসটি চুদি,0
ওহে খানকি মাগি r বাঁচা প্রতি আরও দেয়া dorker,0
mondal খানকির মেয়ে,0
pagli নীচে বাইরে,0
"ফকিন্নির স্বভাব তো এরকমই হবে ওর কাছে চাইতে বেশি কিছু আশা করা যার না, হলো ডিজিটাল আবাল ও পাগল ছাগল",1
সোজা bachader fasir থেকেই যদি আরো অন্য কোনো sasti deya jeto ভালো হতো,1
বিক্রয় সেখানে ভাল morbo,0
"magi,sali,kanki,notti,,ak,akhono,ok,gan,bolassai",0
oi mather chod are সাটিন chi.,0
ওরে গারে লাথি মেরে রানাঘাটে বসাও পারছি কথাগুলো শুনতে,1
হারামজাদি vikmangni কেড়ে tui পাগলী,0
torbap মিষ্টি kotha বলতে শিখিয়ে ছিল,1
oke jhuto niye maro,1
ঠিক বন্ধু এতদিন যাদের সাথে থাকছে তাদের প্রতি আমি ক্ষুধার্ত করছে শালী khangkir buri,0
অবিচ্ছিন্ন বার খা বিখিরি চোদা বার অবিচ্ছিন্ন,0
মাদারফাকার,0
"muslim rai emn kaj korte pare, janoyar bachara, oder sobar fasi chai",1
ছি ছি নাস্তিক,1
বোকাচোদা,1
শালী bokachada,1
tui প্রতি করা খানের আকরিক,0
bokacoda পশ্চাদপসরণ রানুর স্কয়ার,1
pakka খানকি মাগি ..,0
মন্ডল ফোকনি,1
kelani. খাবি,1
"ফকিন্নির স্বভাব তো এরকমই হবে ওর কাছে চাইতে বেশি কিছু আশা করা যার না, হলো ডিজিটাল আবাল ও পাগল ছাগল",1
"অবিচ্ছিন্ন মুখ গুলো ঝাপসা kor,, নাহলে যত্ন খুজতে খুজতে তোর আমরা হব বেরি গাছে...",0
rand,0
বের হও মুখ মেয়ে জিন লাগে,1
"ওই বেশ্যা মাগীদের ,,,",0
ধুর হ হারামজাদা জুতা মারল কি।ইয়ারকি মারো,1
জনোরার আসওয়ওয়া পারে challa পুনরায় নামকরণ,1
দ্য একটা বোকা chudi,1
শালিকে আগের যায়গাই নেওয়া হক 😡,1
কে এনকোর গর্ত,0
কুত্তার bacha মুসলিমগুলি আইসব kora বাড়ায় ঘর মার্চ sala বার দ্য টাকা tarano দরকার,1
তোর maa bokacho,0
besir ভাগ sob মোল্লা. eder guli kore encounter kora uchit,1
oke jhuto niye maro,1
বাট পার বাট পার বাট পার,1
শালা কুকুর তোকে বলতে হয়েছে নাকি তুই কেন বলছিস,1
কুত্তা মুকেশ ke khilaf সমুদ্র খুব,1
অপু তুই একটা মাগী,0
হাম তমন রিপোর্টার...দুটো গন্ডু r আপনার সাইট থেকে ক্লাব আপনার সাইট থেকে গুলো দ্য পুরো গন্ডু,0
khankir bacchader kachukata kora dorkar chilo dhon kete felo mc der...,0
encounter প্রজ্ঞা,1
বীকন অসহায় বাঘ মুসুলমান মুসুলমান কর 6 আই কেন toder হিন্দুর জাট আউট ai সব kore হিন্দু ar ke মুসলিম আমরা sobai মানুষ বা যারা কাজ করবে তাদের একটাই সস্তা ar আমি জানি টা হলো ফাঁসি .mirtu.,1
আমার পরিবারের কোনো মেয়ে সাথে এরকম হত তাহলে মাদারচোদ গুলর মুন্ডু ছিঁড়ে নিতাম তারপর থানা পুলিশ আমার যা বাল ছিঁড়ত ছিঁড়ত।,0
তোর গুদ চুল ভাবুন,0
bokacoda পশ্চাদপসরণ রানুর স্কয়ার,1
মন্ডল naam শুনলে বামি উঠে ase 🤮🤮🤮🤮🤮🤮,1
sontan noy jarok,0
@হিয়াশা জামান হীর tor gusti chudi,1
সব বোনেরা তো তোর মতো না।যে সব খুলে নিয়ে ছেলেদের খাওয়াবে।,0
১০ ta ধোঁয়া যৌন der বিরুদ্ধে খেয়ে তিনি খানকির ছেলে der তুলে dite হবে মোল্লা chudar ধোনে কেটে এখন নয় বাম হয় বরফ জন্য victim নয় বাবা সত্যিকথা nay বাম দেশ টা চালাচ্ছে,0
bokachoda,1
অপুর সেক্স সের জন্য সব করতে পারে মাগি,0
বাট পার,1
হিন্দু তুই মাগি,0
বল টা লাঠি আরও ফেলে .. কেবল.. বালের সেলিব্রিটি 😡😠,1
গুধের বেটা,0
টা ছাড়া ক সব একটি গাড়ি পিটার ছেলেদের ওখান দিয়ে ঢুকানো দরকার,0
madar বুধ khanki magi sala bahenchod মুখে juto maro sali,0
এক কথায় ও একটা অসভ্য নোংরা খারাপ মহিলা।,1
bhikhari ranu মন্ডল,1
কালা মাগি,0
torbap মিষ্টি kotha বলতে শিখিয়ে ছিল,1
bharot rapist der desh hawe gache.. je deshe ma meyeder kono samman nei sei desher konodin kichu habe na. obhisap jabe kothay. fucking rape capital. amader desh pratidin dharshito hacche. er kono sesh nei.. fucking law and order..,0
ranu magi,0
boka চর্মসার মণ্ডল,0
madar বুধ khanki magi sala bahenchod মুখে juto maro sali,0
are mondol ekjon মানসিক varsammo rogi,1
মানসিক স্বাগত মন্ডল,1
উদ্রেককারী পেনাল্টি হলো অঙ্গ কেটে lonka শিশু দিয়ে বার chii ঘেনা লাগে এদের manush বলতে স্থিতি এদের পর্যায় হলে onek কম পেনাল্টি জানোয়ার জাত hoi কিন্তু eder কোনো জাত hoi naa স্থিতি,1
pagli magi,0
খানকি ভিখারি,0
দ্য সন্ধ্যা মাগি,0
@sudip bhattacharyya age bara banan thik kore lekh.marani sala illiterate.r lajja thkle comments করিস na amy.tor পছন্দ অধীনে আরও debo sudip,0
ছি...!! কত নোংরা হবে সমাজের মানুষ!! বমি করি এদের মুখে যারা ভাই বোনের মতো একটা পবিত্র সম্পর্ক কেও ভাবে নোংরা করে!! 🤮🤮,0
তার আছে তার আছে বোকাচোদি গতকাল,0
mondal ক selfish মহিলা চি,1
sali buri tui kodin por abr tor sei ager service ta korte bosbi...tor somoy ghoniye as6ere...,1
আইএস যেখানে ছিল abar সেখানে chere দিয়ে ay বা ভিক্ষুক ঘর,0
একে বাঁড়া পাশে পেলে মুখে বাঁড়া দিয়ে ব্রাশ করাতাম চুদির মাগি । চল হাট 🤫🤫🤫🤫 আমার আমার সাথে কে কে একমত লাইক এন্ড কমেন্ট 👎👎👎👎👎,0
