monolingual,Sub-task B
fake feminism spreading plague,1
bollywood copy bitch,1
minutes video dedicated hate comments sick mentality still stuck medieval timesget education,1
people real needed lots psychiatric counseling therapy aspd substance abuse issues equal obsession story limerence feminist notice,1
bhai wonder shameless every attempt failing like uri blockbuster despite rejected kesari hit superhit defaming these librandus failing miserably thank god bjp power 2nd time,1
such bitch,0
total shit,1
toxic masculinity pseudo feminism garbage society killing gender,1
positive fact answer all arguments research back answers personal attacks accusations insults flee situation point fact have lost argument,1
ranu fucker frod,0
omg retard,1
"officially ""gaandu"" country",0
fuck leberal feminist,0
fuck,1
fucking mohila,0
magiright,1
right bhaii'm explain feminists movienot seriouslythey bashing stupid people,1
arjun reddy liberal feminist opinion arjun reddy yesterday amazon pause speak bcoz subtitles fast time read secondly arjun character- womzaniser drug addict alcoholicand abusive thirdly thia particular clothing class class girl's hostel giving creepy srk chasing kajol ddlj fourth point repeated pleas parents drinks smokes shown negative lightbut atleast courtroom scene proud high patients died seriously slapped expected regressive not regressive spoilt unapoligetoc obnoxious one time watch inspite effort made makers good effort didnt say great there wasnt anything great about arjun reddy was teacher spineless jellyfish,1
seems paid intellectuals their moto destruction breaking government bars mercy,1
feminism cancer,1
uneducated shit,1
lkmka leftistthese kich,0
liberals real gandus,0
"""non sense"" ranu mandali hate",1
dear pratik not feminists liberals extreme measures putting men humanising terrorists cultural values referring ruining women's men's lives world especially need mention dowry domestic violence rapes false rape accusations lgbtq rights mard dard crap bashed communities behaviour members accused hypocrite influencing huge amount spread hatred did feminist means equality sexes manhating review call slapping bashing partner's family confront dad forcing marriage guy independent womana doctor forcing knife point show body drugs smoking drinking excessively deal breakup performing surgery intoxicated heroic romance god bless god save sincerely feminist,1
exactly assholic memers posted piles shit memes social media absolutely rubbish nonsensical call directors stop making asap shitty bollywood shittier,1
"regret commenting review ""period end sentence"" part video giving genuine content fool liberal judge based political ideology review confirms toxic beaten women supporting anti modi criticized reason worstmoreover feminist liberal political party ideology proud liberal feminist support extremists separatist support afzal burhan bunch extremist defend rapist anti feminist shame supporting kissing misusing fresher consent end shown lover people reason rapes domestic violence supporter part people biggest hypocrite start blabbering sanskar watching shorts veere wedding proudly defend toxic masculinity honest person minutes imagine senior sister treating will sister marry end tells sorry toxicity answer comfortable making glorifying different",1
976 dislike librandu,1
hoy rajdeep criticism arundhati judgment media dogalpanpaid media,1
freeze bank account funding source starve destitutiondisease death,1
that's called haresh ment,1
fuck feminist captain america avengers assemble,1
your sister frnds felt uncomfortable stupid scenes offence explanation extremely stupid,1
feminists​ liberals curse humanity,1
feminism means equality discrimination learn study feminism,1
perfect perfect perfect answer mfucker,0
definitely english dog,1
sneha sharma relating traumatic personal great only fault short temper created problem stop judging ppl based personal,1
feminist cancer,0
what actual fuck,0
chi ranu oversmart shame,1
conservatives fuck,0
uneducated shit,1
hate ranu mandal,1
shame doubt developing country dogs 1880s band videos bnana circulating suppressive ideology literally read educate,1
looks libtards hard toxic femininity films woman hits men reject mens opinions destroy relationships whore drinking smoking drugs sleep multiple partners that's empowerment liberals want🤦,0
fuuck music🤮🤮🤮🤮,1
feminist cancer,1
bluckbuster 265 tight slapped fake fimnist liberals specially fat guy hahahaha,1
critics tere naam awesome sanju awsmome toxic masculinity misogynistic wah,0
feminists threat country,1
only word feminists liberal fuck chutiyoo every preeti die guy flamboyant intelligent dashing crazy caring taking care princess period real world fucked,1
your sister frnds felt uncomfortable stupid scenes offence explanation extremely stupid,1
498a case false husband -well killing bitch's family rightly justly bitch butchered pieces,0
good review brother understood analyzed emotions correctly dumb need brain heart understand good wishes huge respect telangana,1
shaurya arya fuck homosexual,0
industry totally messed fucked,1
130 dislikes 130 libergandus,0
bitches spoil men,0
feminist,0
homosexuality nature thats,0
youre bitch,0
liberals retards,1
head ache post simply hated completely disagreed indigestible plot dislike i'm shocked songs,1
+jass mcdonald simple kill bitches system automatically learn offence form defence,0
amazing shahid's acting excellent everything about awesome those called idiotic feminists retarded that dumbass sucharita companion barking stupid things motherfucker nawazuddin's raman raghav what fucking hypocrite called idiotic feminists four shots hated kamaal chutiye hai bhaad gaye chutiye,0
women rights kattar muslims zahil bhakt thora modern bano,1
most feminists multiple marriages exhibits cleavages short dresses vulgar dialogues truth hippocratic,0
why liberals what’s definition ‘aacha’ review instead spreading venom,1
rajdeep shame right free speech reasonable restrictions read art 192,1
hate faminisimthey meaning called feministreal woman care,1
fucking lady,0
scene knife hand remove clothes cheeeee,1
stupid,1
not funny stop uploading videos hate fooking face dicck face,1
she half mad,1
ranu fucker frod,0
narrow minded shit minded,1
tightly slapped liberals feminists face,1
idiot meaning feminism first t-shirt wearingthis moron talks feminismchutia,1
feminists​ liberals curse humanity,1
arundhati traitor kutiyaa,0
10000% big chutiya,1
though feminist flims goodbut listen marziwatch scene issuethere problem laughing appreciating,1
amazing shahid's acting excellent everything about awesome those called idiotic feminists retarded that dumbass sucharita companion barking stupid things motherfucker nawazuddin's raman raghav what fucking hypocrite called idiotic feminists four shots hated kamaal chutiye hai bhaad gaye chutiye,0
shame doubt developing country dogs 1880s band videos bnana circulating suppressive ideology literally read educate,1
loves preeti feminists silent accepted ban profession feminists silent preeti slapped times move feminists silent slapped preeti feminists toxic masculinity women oppressed men banned,1
bahut feminist hate fake judge they judge mother work raising kid who find faults follow traditions who hail characters lizzy caplan's series masters sex even manipulative person mother confused person ruins lives they confused,1
"expected level wassepur disappointed bring anti feminist cult kinda just put view self destruction thingbe substance abuse ""thing"" lifeless soul shut mouth start respecting mother fact parents",1
arundhati roy sick mind its anti bjp anti congress she anti long time remember year remember sharing stage kashmiri separatists giving statements kashmir belong separatists applauding she person absolutely affiliation she scum deserves bullet head,1
fuck,1
dear pratik not feminists liberals extreme measures putting men humanising terrorists cultural values referring ruining women's men's lives world especially need mention dowry domestic violence rapes false rape accusations lgbtq rights mard dard crap bashed communities behaviour members accused hypocrite influencing huge amount spread hatred did feminist means equality sexes manhating review call slapping bashing partner's family confront dad forcing marriage guy independent womana doctor forcing knife point show body drugs smoking drinking excessively deal breakup performing surgery intoxicated heroic romance god bless god save sincerely feminist,1
unsubscribed today had idea abusive behavior women feel sad wife daughter god treat,1
dear feminists suck dick,0
wtf,0
don't mix liberalism feminism delusional understand wat problem feel videos unsubscribing hope daughter,1
congress bugger disrupting debate kick,1
nowadays fake feminist's portrays women empowerment sex alcohol multiple partners ect instead education employment social security equality sonam kapoor swara bhaskarsunny leone called feminist women arundhathi bhattacharya indra nuee tessi thamos mary kom ectare recognized empowered women,1
chutiya,0
prince mehra veere wedding burai aur aadmi dikhaye jane night stand ladkiyo sharab peene imagine daughter college day guy makes skip class kiss support else hypocrite,1
rajdeep shame right free speech reasonable restrictions read art 192,1
fucking mohila,0
all theatres screening display warning dogs feminists allowed,0
leave wife,1
but arundhati roy dog barks dog acts dog obvious kung dog advises call,0
talk shit,1
what's disgusting woman courage post comment thisprobably fear backlashwhat shame society fuck bitches,0
exactly assholic memers posted piles shit memes social media absolutely rubbish nonsensical call directors stop making asap shitty bollywood shittier,1
soo fucked understand else's perspectiveyou correctlmao,1
positive kind insults accusations berated reveal nature feminism,1
fuck ranu,1
all promote feminazism even english indoctrination tools hypnotize masses slave women these unhealthy destructive addiction,0
pratik read review hindustan times cud feel happiness inside feeling horrified ultre feminist reviewer god deserve slaps,1
bitches lesson misusing 498aall killed head shot,1
ranu mondal ranu mondal likes highlight square actullaly she quality lire,1
mamata arundhuti born surawardi sperm dropped wombs women 16th aug-1946 kolkata sense bastards bitch-biologically father happened imagine awaiting mamaata bitch arundhati,0
exactly assholic memers posted piles shit memes social media absolutely rubbish nonsensical call directors stop making asap shitty bollywood shittier,1
fuck feminism,0
flawia egnis bitch,0
jahangir absolutely correct bitch deserved rab rakhaa jahangir,1
one word haters die,1
who fuck judge let peolple make blockbuster versions telugu hindi,1
brother one sane voice thousands eunuchs,0
fuck feminist captain america avengers assemble,1
things sister encourage applaud,1
hate faminisimthey meaning called feministreal woman care,1
don't call prostitute prostitute sell bodies survival sells morals but arundhati roy sells morilaty sell body raul khan result,0
modi clearly declared every child can listen citizen are all one owaisi rahul creating purpose arranging thse kind dogs come all are paid,1
arundhati ugly witch poisoning mind promote violence,1
disturbing lady arundati roy instigating lie provide fake details she disgrace nation she exemplary punishment deter misleading,1
remember this- remotely disrespectful women ppl bcuz male ego they satisfy ego,0
fuck leberal feminist,0
right dambooo,1
positive man-hater self-evident pity men,1
anywhere world locked upin peace loving islamist country's stoned deathindia giving freedom scums,1
people easily adapt shown bollywoood start type things shown ridiculous,1
understand itonly defend give encouragement type behaviourits issue show screen issue gave heroic making boys cool,1
hate ranu,1
arundhati ranga billakung kuttathese matches,0
hate ranu mandal,1
bakwaas baate yetalking liberals feminists issueits basic moral values hooting guy slapping woman funny molesting senior funny reality glorifying mistakeand happy ending made herowhich totally notwhat simply rightand support thisbecause heromaybe himthis mislead youthshame part stupid,1
sneha sharma relating traumatic personal great only fault short temper created problem stop judging ppl based personal,1
apu,1
exactly assholic memers posted piles shit memes social media absolutely rubbish nonsensical call directors stop making asap shitty bollywood shittier,1
dear pratik not feminists liberals extreme measures putting men humanising terrorists cultural values referring ruining women's men's lives world especially need mention dowry domestic violence rapes false rape accusations lgbtq rights mard dard crap bashed communities behaviour members accused hypocrite influencing huge amount spread hatred did feminist means equality sexes manhating review call slapping bashing partner's family confront dad forcing marriage guy independent womana doctor forcing knife point show body drugs smoking drinking excessively deal breakup performing surgery intoxicated heroic romance god bless god save sincerely feminist,1
totally agree points haters girts counter points shut fuckin mouths vomiting diarrhoea movieif watch forcing,1
fuck,1
"yess ""feminist"" problems justify college kiss consent things orthodox mentality patirachy society female rights sorry disappointed",1
shut bloody mouth any1 reality opinion,1
hate face famanisam,1
two wrongs make just criticised films support idiotic piece fiction does woman respect why show she ditches end repents actions jithe chukta tithe chukla feminism angle,1
hate ranu mandal,1
"rishita pandey real face bi#""#chhttpwwwyoutubecomresultssearch_query=%23chsorry word deserve funda clear different point view start abusing chu""#""""yas",0
feminist cancer,1
god bless jhangir badiya result injustice bastard bitches realise,0
head ache post simply hated completely disagreed indigestible plot dislike i'm shocked songs,1
people easily adapt shown bollywoood start type things shown ridiculous,1
fucking lady,0
"she arrested simple power throw country people virus nation they nation strong united they type leaders live moto ""divide rule""",1
zabardast video pratik bhailove videothe exposed feministsi loved itpeople reality stupid nonsense called feminismpeace,1
why koo koo kutta follower koo koo kutti mix breed ranga billa start barking interrupting discussion,1
pity naïve retarded females roy,0
arundhati roy sick mind its anti bjp anti congress she anti long time remember year remember sharing stage kashmiri separatists giving statements kashmir belong separatists applauding she person absolutely affiliation she scum deserves bullet head,1
she psycho,1
total shit,1
why koo koo kutta follower koo koo kutti mix breed ranga billa start barking interrupting discussion,1
debadutta khandayatray lol fed success narendra modi despite discomfort whole population kind ignorant hypocritical satisfaction comment likes nothing change cry shout yell deep inside biggest loser,1
all theatres screening display warning dogs feminists allowed,0
secularism mental disorder hindu thx for calling jihadi,1
fake feminists followers napoleon's wife suck destroy womanhood,1
hate ranu mandal song,1
fuck feminist captain america avengers assemble,1
uneducated shit,1
finally understood director filthy feminists liberals demeaning indiamen,1
pratik bhai fake feminists fiberals cleaners dum dho dala politics facts observation spot,1
sucharita tyagi biggest hypocrite loved swara bhaskar rebel veere wedding,1
bastard librandus,0
"well women rule majority households ""women right"""" listen wife"" complain toxic feminity",1
dude you’re reviewer essence it’s characters those idiots calls reviewers liberals foolish ignorant understand point their hypocrisy open,1
she bar she anti-national,1
wasting time talking poisonous women thinks universe nonsense women living country destroy countries' institution making fun people's mandate,1
she immediately shott deadd,1
faking grill opu,1
debadutta khandayatray lol fed success narendra modi despite discomfort whole population kind ignorant hypocritical satisfaction comment likes nothing change cry shout yell deep inside biggest loser,1
"yess ""feminist"" problems justify college kiss consent things orthodox mentality patirachy society female rights sorry disappointed",1
shaurya arya fuck homosexual,0
biggest chutiya sattu rajkumar rao shadi jaroor aana motivational,1
fan stop glorifying confusing anger physical agression showing repentance 90% aggression directly instigates negative behaviour answer viewing audience it's feminism humanism clear chauvinism,1
she half mad,1
seems paid intellectuals their moto destruction breaking government bars mercy,1
illiterate mondon,1
honestly speaking japanese anime motivating lessons garbage bollywood,1
**women double standard their standars high context men stand standdards**,0
arundhati kutiya lesbian fu**led mollas kasturi hijra,0
first understand story linei feel stand south directors actors check wat shit coffee chill,1
she joker ranu mandal,1
freeze bank account funding source starve destitutiondisease death,1
fuck ranu,1
madarchod portrayal student watch kota factory student,0
nobody gave shit alia's violent behavior gully boy but kabir's behavior marked possessive #feministhttpwwwyoutubecomresultssearch_query=%23feminist didis bhaiyas,1
10000% big chutiya,1
women shown sexual relations problem then fake faminism but shown womeniser women shown drinking cultural values shown drinker smoker proud threatening preeti lady close morally acc wow hypocrisy negative side unfortunately side highlighted stylished misogynistic shown women dominating possessive lovers role based women problems unculturable traditional why women shown submissive roles 99% based male point view based female point view liberties problem hypocrisy atlast purely opinion point view agree but atleast,1
arnob corrupt fake biggest liar journalist business faking evening,1
"rishita pandey real face bi#""#chhttpwwwyoutubecomresultssearch_query=%23chsorry word deserve funda clear different point view start abusing chu""#""""yas",0
arundhati roy pros* ***** isi pakistani generals hafiz sayeed paid,0
who arundhati roy constitution whats aukkaat answer anti all mean madam notjust shut mouthv modiji amit shah votersnot slaves,1
gost,1
most bengalistodays beiman ranumondal label origilnaly status begervikhari,1
who hell liberals feminist assholes kick,1
feminists lesbians,0
let fools they enjoy porn veere wedding brand feminism,1
get lost arundhati roy behave illiterate lady have lost mind are drunk shame arundhati surprised brooker prize writing book did hire write book telling dishonest who hired write book evident honesty dictionary shame,1
arundati roy pagal kutia,0
mangina wife orgasmic scenes veere wedding chup baitho,0
disgusting,1
fokkit,1
get,1
anywhere world locked upin peace loving islamist country's stoned deathindia giving freedom scums,1
wont settle for just laws have murder will take entire gang india's raandi indira jaisingh renuka raandi chowdhary brinda karat girija vyas ranjana kumari sonai raandi gandhi list goes killing till there congress cpi cpim etc bastard left alive,0
ranu selfish person,1
chi ranu oversmart shame,1
shut mouth lost,1
whore member psuedo intellectual secular gangshe made villa naive st's land,0
feminists​ liberals curse humanity,1
first understand story linei feel stand south directors actors check wat shit coffee chill,1
arundhati roy mentor kanhaiya umar shela rashidall part tatti gang they buried underneath earth peace spread,1
killed bitch,0
her father kung kutta,0
always debate chutiya topics discussing chutiyaas basic understanding show lack understanding evey night randi khana khol lete raand,0
honestly made bisexual sucharita fucking critic fucking annoying,0
lesbian gayjust fuck worldindia smart fuckindia copy usaand devil usafuck world,0
get,1
there attacks muslim silent why hinduism angry make videos happened pratik borade reply,1
kutiya congrees famileys house beacause thery fandead gandhi speaking,1
100 power destroy feminists,1
that's called haresh ment,1
illiterate mondon,1
rubbish critical analysis feminism sexual gender equality employment society home nonsense first understand concept feminism study sociology bade bkwaas kisi individual physical relationship personal feminism male chauvinist,0
hate ranu mandol,1
"well lucky revenge taught lesson bitch family members filed false case himnow left justice indianow bitches marry innocent make shortcut money husband slaveif denies slave famly threaten false dowry case millions money revenge prostitutes are much much better then these married bitches prostitutes makes money honest cheat customers spoil family bitches asks millions favors fucked nights parents retired brother drugs make money basterds teach bitch marry innocent guy fucked nights fuck laws family putting false dowry case brides family feed money compromise called ""reverse dowry ""after money settlement bitches family starts hunting judicial system makes money itsure lesson son daughter daughter law files dawry case son realize learn lessonthe scared marry married threaten file false case happen kill family jail charged false dowry case chance left compromise kill left option justice upto court bitches filling false case killed husband court option proper investigation arrest bride convicted file case family give imprisonment death penalty themgod save prostitute married bitches",0
"well lucky revenge taught lesson bitch family members filed false case himnow left justice indianow bitches marry innocent make shortcut money husband slaveif denies slave famly threaten false dowry case millions money revenge prostitutes are much much better then these married bitches prostitutes makes money honest cheat customers spoil family bitches asks millions favors fucked nights parents retired brother drugs make money basterds teach bitch marry innocent guy fucked nights fuck laws family putting false dowry case brides family feed money compromise called ""reverse dowry ""after money settlement bitches family starts hunting judicial system makes money itsure lesson son daughter daughter law files dawry case son realize learn lessonthe scared marry married threaten file false case happen kill family jail charged false dowry case chance left compromise kill left option justice upto court bitches filling false case killed husband court option proper investigation arrest bride convicted file case family give imprisonment death penalty themgod save prostitute married bitches",0
liberals retards,1
all dislikes coming type feminism liberal chutiya persons,1
kutte pyar krr,1
few persons artist writters economisthow are future decider opinion country fate designer newtons sir einsteins urban naxaulites misleading personal money wealth put gutter,1
pedofile,1
fan stop glorifying confusing anger physical agression showing repentance 90% aggression directly instigates negative behaviour answer viewing audience it's feminism humanism clear chauvinism,1
prince mehra veere wedding burai aur aadmi dikhaye jane night stand ladkiyo sharab peene imagine daughter college day guy makes skip class kiss support else hypocrite,1
issue audiences europe celebrity worship actor played nazi schindler list unlike audience hero worship ranvir khilji terrorist drug addict ranbir sanju now vile misogynist rapist druggged alcoholic until major audience culture treat women equally these characters abused reviews,1
arundhati ranga billakung kuttathese matches,0
flawia egnis bitch,0
**shut feminist bitch**,0
loves preeti feminists silent accepted ban profession feminists silent preeti slapped times move feminists silent slapped preeti feminists toxic masculinity women oppressed men banned,1
best reply not reviewkabir companion channel what review hats sir some moron feminists watch #dhodaalahttpwwwyoutubecomresultssearch_query=%23dhodaala #sucharitatyagihttpwwwyoutubecomresultssearch_query=%23 sucharita tyagi,1
equality hated shots don’t campaigns run feminists disappointment don’t because stay divided girls continue feel unsafe absolutely pathetic,1
she parents divorced years age sort lady foxy face she rate stupid educated illiterate lady,0
god bless jhangir badiya result injustice bastard bitches realise,0
good review brother understood analyzed emotions correctly dumb need brain heart understand good wishes huge respect telangana,1
issue women,1
ranu selfish person,1
feminists liberls are madarchod,0
disgusting,1
that video isssss tooooo gooodddd logical topic logical feminism bullshit support bare bhaiiiiiiii,1
all urban naxalites arundhati roy citizenship countries hindu brothers fir shake money sell what prostitute arundhati roy nation's economy science technology envirniment poornothing,0
fuck patriarchy,1
women rights kattar muslims zahil bhakt thora modern bano,1
fuck,1
spit fire,1
these type banned,1
personality beggar lasts herhim heshe richranu beggar,1
fuck dis mother fu* ******,0
hat ranu mondal,1
sir feminazi liberandi's rant singhcheck hereppl bashing left ryt see dis plz dnt forget dislike video guys <httpsyoutubec-lryevxeva>,0
feminism liberalism cancer,1
first start addressing church bit*h sussanah real name instead apeshit names arundhati roy she christian same usage raja daniel raja cpi presstitute media helps covering real identity,1
amazing shahid's acting excellent everything about awesome those called idiotic feminists retarded that dumbass sucharita companion barking stupid things motherfucker nawazuddin's raman raghav what fucking hypocrite called idiotic feminists four shots hated kamaal chutiye hai bhaad gaye chutiye,0
jhand perfect word,1
ranu mandal class womannohttpwomanno manners singer omly beggerungateful womanshe notknow abcd music,1
ghantaek chutiya galti video list gayafully illogical apart momentary burst short temper substance abuse does not single flaw,1
fucking mohila,0
hoy rajdeep criticism arundhati judgment media dogalpanpaid media,1
wont settle for just laws have murder will take entire gang india's raandi indira jaisingh renuka raandi chowdhary brinda karat girija vyas ranjana kumari sonai raandi gandhi list goes killing till there congress cpi cpim etc bastard left alive,0
she social pollutant she arrested quick possible,1
that's called haresh ment,1
"expected level wassepur disappointed bring anti feminist cult kinda just put view self destruction thingbe substance abuse ""thing"" lifeless soul shut mouth start respecting mother fact parents",1
suprerbachachankirchalagudmarani tanuki mandal fault education problem,1
close friend arnab misleader alot 'damn',1
please close chapter disgusting lady,1
**congratulation 17k terrorist liberal feminists watched video**,1
feminism cancer,1
prince mehra veere wedding burai aur aadmi dikhaye jane night stand ladkiyo sharab peene imagine daughter college day guy makes skip class kiss support else hypocrite,1
baraqua amina levy-khan prests raping children,0
hate ranu mandal,1
happen bastard woman enjoys destroying innocent men good job jahangir,0
women exploitation rape cases happen have heard male rapeso show scenes shot effect anythingbut show scenes women women rape exploitation happen,1
bullshit gender equalitywtf,1
jahangir absolutely correct bitch deserved rab rakhaa jahangir,1
that bastard haryanvis,0
magiright,1
fake feminism spreading plague,1
hate ranu,1
feminists​ liberals curse humanity,1
minutes video dedicated hate comments sick mentality still stuck medieval timesget education,1
such suppressive ignorant get definition feminism ignorance curse humanity read improve ideology,1
fuck don't day dare spread homophobia human race abt increasing progeny compassion essence humanity intolerant section bcoz sexuality hell,0
whenever masculinity shown librandoos cry,1
she witch,1
having sex married correct,1
these type banned,1
arreste kung kutti,0
rajdeep shamesuch spineless person,1
whore member psuedo intellectual secular gangshe made villa naive st's land,0
leave wife,1
pride fall--- ranu care behave voice behave properlyeither behaviour back ranaghat station sorry force rudechange behaviour,1
fuck dis mother fu* ******,0
feminists liberls are madarchod,0
"""non sense"" ranu mandali hate",1
hate ranu mandol,1
+jass mcdonald simple kill bitches system automatically learn offence form defence,0
stop exargerating feminism feminism protecting women despair course exaggerate real goal prove point disgusting,1
saurabh dwivedi lustre rajdeep sardesai swayed pitch black clouds lallantop place impartial leftist partial rajdeep blot journalism coz journalist transparent partial thought journalist human but affect profession i'm teacher respect profession rohit sardana shweta pratik chaturvedi rajat sharma news channels ndtvnever exemplary,1
fuck don't day dare spread homophobia human race abt increasing progeny compassion essence humanity intolerant section bcoz sexuality hell,0
nice video bud tight slap feminists vomiting twitter superior men,0
modern feminism dog shit,1
definitely english dog,1
sneha sharma relating traumatic personal great only fault short temper created problem stop judging ppl based personal,1
feminist,0
amazing shahid's acting excellent everything about awesome those called idiotic feminists retarded that dumbass sucharita companion barking stupid things motherfucker nawazuddin's raman raghav what fucking hypocrite called idiotic feminists four shots hated kamaal chutiye hai bhaad gaye chutiye,0
feminism cancer,1
womanizer destroyed inside angry when fiance sex boy feminists problem,0
+jass mcdonald simple kill bitches system automatically learn offence form defence,0
abinash sarma don't like lgbtq don't support them view speech live democracy want make these people leave country bloody idiots,0
loves turly kissed infront family members home respectable women accepted ban coz knew drinking habbit continue clever desion end slapped reason lefting arms night pleasure information looser act talk family marriage moron send family convey family agreed relationship leave home court marriage simple pethetic shit,1
she half mad,1
congress bugger disrupting debate kick,1
that video isssss tooooo gooodddd logical topic logical feminism bullshit support bare bhaiiiiiiii,1
women protesting **kabir singh** praised **veere wedding** toxic pseudo feminist attitude called independent treating dog marriage pseudo feminists hypocrites #feminsimsuckshttpwwwyoutubecomresultssearch_query=%23feminsimsucks,1
"""non sense"" ranu mandali hate",1
secularism mental disorder hindu thx for calling jihadi,1
she traitor,1
ghantaek chutiya galti video list gayafully illogical apart momentary burst short temper substance abuse does not single flaw,1
preeti dumbfuck,1
having sex married correct,1
ranu fucker frod,0
mad ranu mandel,1
must hanged death encountered,1
leave wife,1
fan stretching muchaccording series godfatherpeaky blinders made glorify violenceevrything shouldn’t connected message allit’s irritatingakshya kumar nowadays it’s fucking irritating,1
chi ranu oversmart shame,1
why animalsother humans sex attraction backchodi yehomo-lomo choicemera gta gun nikal jaaun road peinsaan dimag bakwas,0
silly brawleryou useless asshole respecting gender followbut virus,0
moviei 910nd dnt thinkfeminists anythng abt movieits madelove storybut major problm genderi review shotsu dint itn dint evn understand women centrichere understanding emotioms conditionkabir goin throughi agreewhat goin throughno problmbt wat problm womenin webseries alsothe physical relationships mutual consentfyin lead divorcee lifewats itis bcz shez womenu sick trust meu dangerous feminists sick,1
congratulations now officially subscribed shakha please ahead burn bicycles ninad std pco incidentally std gonna coz gonna,1
alpha male pack builder timid destroyer hides mask masculinity yes dumb girls extreme psychological issues fall gross codependency shing portrayal toxic codependency sane independent run miles away smells shing but embresses insane dominant dynamic bhai deep rooted psychological issues immediate therapy otherwise doomed friend opinion therapy ask makes imitate gross tatty very problematic,1
women rights kattar muslims zahil bhakt thora modern bano,1
these type banned,1
gost,1
all urban naxalites arundhati roy citizenship countries hindu brothers fir shake money sell what prostitute arundhati roy nation's economy science technology envirniment poornothing,0
fucking story,1
bhai wonder shameless every attempt failing like uri blockbuster despite rejected kesari hit superhit defaming these librandus failing miserably thank god bjp power 2nd time,1
hate ranu,1
sneha sharma relating traumatic personal great only fault short temper created problem stop judging ppl based personal,1
baraqua amina levy-khan prests raping children,0
pratik read review hindustan times cud feel happiness inside feeling horrified ultre feminist reviewer god deserve slaps,1
simple decide offense mind imagine sister care preethi's shoes husbandlover run find kabir's action preeti offensible correct slapping kissing permission incorrect faults,1
baraqua amina levy-khan prests raping children,0
true,1
totally agree points haters girts counter points shut fuckin mouths vomiting diarrhoea movieif watch forcing,1
mind idiot showing negative side feminism,1
liberals stories they multiple relationship spoils society they multiple husband wife🤦 but loves himhe likes loughsexquarrel called divine full happinesssarrowangry commitmentlovesacrificeallgood liberals type epic story true story,1
feminism ruined marriage american hate feminism,1
copy pest wat bollywood hate hindi chindi,1
dear feminists suck dick,0
such suppressive ignorant get definition feminism ignorance curse humanity read improve ideology,1
ramu mondol,1
why koo koo kutta follower koo koo kutti mix breed ranga billa start barking interrupting discussion,1
when poor rich forget kind realise didn’t beginning liar bitch,1
saurabh dwivedi lustre rajdeep sardesai swayed pitch black clouds lallantop place impartial leftist partial rajdeep blot journalism coz journalist transparent partial thought journalist human but affect profession i'm teacher respect profession rohit sardana shweta pratik chaturvedi rajat sharma news channels ndtvnever exemplary,1
unsubscribed today had idea abusive behavior women feel sad wife daughter god treat,1
talk shit,1
ram raja female dog can’t husband married separated likes sleep,0
pity naïve retarded females roy,0
cheep women,1
flawia egnis bitch,0
rubbish critical analysis feminism sexual gender equality employment society home nonsense first understand concept feminism study sociology bade bkwaas kisi individual physical relationship personal feminism male chauvinist,0
**shut feminist bitch**,0
having sex married correct,1
great bitch family deserved expecting incidents coming days,0
shut bloody paid channel,1
tightly slapped liberals feminists face,1
womanizer destroyed inside angry when fiance sex boy feminists problem,0
she thrashed harder how indians granted,1
bakwaas baate yetalking liberals feminists issueits basic moral values hooting guy slapping woman funny molesting senior funny reality glorifying mistakeand happy ending made herowhich totally notwhat simply rightand support thisbecause heromaybe himthis mislead youthshame part stupid,1
ban suedo femists liberals off,1
ramu mondol,1
stupid ranu mandol wish back poor lady kind,1
nupur point bloody irritating shut listen speak,1
piyush garg specific personality stfu bitch,1
illiterate mondon,1
ranu randy,1
arundhati roy commie naxal favourite pakistani channels ranga billa free express opinion our bharat address rajdeep conveniently ignored why behn bloody urban naxal,1
problem shows knife remove clothes knife point openly announces consent objectification fat beautiful pathetic shots made heaven pseudo liberal,1
dude i’m feminist describe feminist clear there’s difference real feminists pseudo proclaimed feminist liberals cannot bucket,1
idk preeti pregnant judgemental cause flawfull person his anger issue drove alcohol drugs point control emotions gonna parent father how preeti consider frustrated father even boyfriend when preeti things anger sympathetic person eligible father part make feel kinda lame debdas ending,1
pedofile,1
called intellectuals,0
hahahaaap sun rahe khud 355 https youtube com watch v=j2j5sssp5yq&t=3m55s lead definitely fuckboy 'progressive' 'modern' girls though loves lead ready fuck cool lust supporting ideology male great,0
she's greedy women,1
fuck fal face fuck youtube girls,1
she totaly terirest,1
success pissed bitches,1
feminists woman sexoholic night stand lovers abuse drink alcohol like shots veere wedding,0
best chutiya anrudita mc-bc,0
close friend arnab misleader alot 'damn',1
she witch,1
bollywood copy bitch,1
130 dislikes 130 libergandus,0
sucharita tyagi biggest hypocrite loved swara bhaskar rebel veere wedding,1
making video watching course boy girls dislike feminism,0
bro moviesee only like because acting shahid was very good atleast harm atleast struggle disastrous break all girls brainless creatures main story start loving fuck boi respect ditch herthey openly shitty mouth boys person genuinely krta intrest marta -20 nibbis nibbas madstay away relation ship years coz rarely girls madstay away possibledont follow blindlylet coz wantthey fucking idiots,0
feminist,0
word 'fucker',1
dude you’re reviewer essence it’s characters those idiots calls reviewers liberals foolish ignorant understand point their hypocrisy open,1
flawia egnis bitch,0
liberals retards,1
subjected ranga billa acts subjected vulnerable situation beg mercywhy criticizing face controversysuch writers make books famousthey unethical levelthey advantage mob psychology cold blooded born eat ghee butter sayingfrom dead funeral,1
what 377,0
