ID,Text,Sub-task A,Sub-task B,clean text,tokenized,normalized lexicon,monolingual
C32.35,"What rubbish!!!! Yrrr You cannot hurt another for the happiness of those who
are doing 😕😕😕",CAG,NGEN,what rubbish yrrr you hurt happiness,"['what', 'rubbish', 'yrrr', 'you', 'hurt', 'happiness']","['what', 'rubbish', 'yrrr', 'you', 'hurt', 'happiness']",what rubbish yrrr you hurt happiness
C59.1750,Nice brother,NAG,NGEN,nice brother,"['nice', 'brother']","['nice', 'brother']",nice brother
C4.1183,You should review Joker,NAG,NGEN,you review joker,"['you', 'review', 'joker']","['you', 'review', 'joker']",you review joker
C33.97,Im a gay boy. Im in lgbtq. Im proud my self.,NAG,NGEN,gay boy lgbtq proud,"['gay', 'boy', 'lgbtq', 'proud']","['gay', 'boy', 'lgbtq', 'proud']",gay boy lgbtq proud
C10.643,Smelly lady is she a men he I doubt,CAG,NGEN,smelly lady men doubt,"['smelly', 'lady', 'men', 'doubt']","['smelly', 'lady', 'men', 'doubt']",smelly lady men doubt
C7.1544,As usual great video..,NAG,NGEN,usual great video,"['usual', 'great', 'video']","['usual', 'great', 'video']",usual great video
C10.1,"ARREST Arudhuti Roy for TREASON. Prosecute and Execute this woman. The West
allows execution as the punishment for Treason.",OAG,NGEN,arrest arudhuti roy treason prosecute execute woman the west execution punishment treason,"['arrest', 'arudhuti', 'roy', 'treason', 'prosecute', 'execute', 'woman', 'the', 'west', 'execution', 'punishment', 'treason']","['arrest', 'arundhati', 'roy', 'treason', 'prosecute', 'execute', 'woman', 'the', 'west', 'execution', 'punishment', 'treason']",arrest arundhati roy treason prosecute execute woman the west execution punishment treason
C10.406,The looney tune like Arundhati should be sent to a mental hospital,NAG,NGEN,the looney arundhati mental hospital,"['the', 'looney', 'arundhati', 'mental', 'hospital']","['the', 'looney', 'arundhati', 'mental', 'hospital']",the looney arundhati mental hospital
C10.359,Send the imported echo chambers to jails for being anti national,NAG,NGEN,send imported echo chambers jails anti national,"['send', 'imported', 'echo', 'chambers', 'jails', 'anti', 'national']","['send', 'imported', 'echo', 'chambers', 'jails', 'anti', 'national']",send imported echo chambers jails anti national
C62.221.4,Main your language Feroj Alam,NAG,NGEN,main language feroj alam,"['main', 'language', 'feroj', 'alam']","['main', 'language', 'feroj', 'alam']",main language feroj alam
C10.264,"This new visual format with one proponent and one opponent on the screen at
any time and lower decibels is a significant improvement over the old one
where everyone was shown and talked at once. If this was a deliberate design
change, it is much appreciated. (As I continue to watch, I think I might have
spoken too soon...)",NAG,NGEN,this visual format proponent opponent screen time lower decibels significant improvement shown talked deliberate design change appreciated continue watch spoken,"['this', 'visual', 'format', 'proponent', 'opponent', 'screen', 'time', 'lower', 'decibels', 'significant', 'improvement', 'shown', 'talked', 'deliberate', 'design', 'change', 'appreciated', 'continue', 'watch', 'spoken']","['this', 'visual', 'format', 'proponent', 'opponent', 'screen', 'time', 'lower', 'decibels', 'significant', 'improvement', 'shown', 'talked', 'deliberate', 'design', 'change', 'appreciated', 'continue', 'watch', 'spoken']",this visual format proponent opponent screen time lower decibels significant improvement shown talked deliberate design change appreciated continue watch spoken
C4.655,Real sense sir,NAG,NGEN,real sense sir,"['real', 'sense', 'sir']","['real', 'sense', 'sir']",real sense sir
C7.702,Real love 🤣🤣🤣choduu .......,OAG,GEN,real love choduu,"['real', 'love', 'choduu']","['real', 'love', 'choduu']",real love choduu
C33.217,And dear u look really smart 😊,NAG,NGEN,and dear smart,"['and', 'dear', 'smart']","['and', 'dear', 'smart']",and dear smart
C4.1078.1,True,NAG,NGEN,true,['true'],['true'],true
C4.318,"[13:55](https://www.youtube.com/watch?v=N_ZMfQMZos0&t=13m55s) to
[14:05](https://www.youtube.com/watch?v=N_ZMfQMZos0&t=14m05s) datz my personal
experience. .. finally quit on that college ka narcissistic friend",CAG,NGEN,1355httpswwwyoutubecomwatchv=n_zmfqmzos0&t=13m55s 1405httpswwwyoutubecomwatchv=n_zmfqmzos0&t=14m05s datz personal experience finally quit college narcissistic friend,"['1355httpswwwyoutubecomwatchv=n_zmfqmzos0&t=13m55s', '1405httpswwwyoutubecomwatchv=n_zmfqmzos0&t=14m05s', 'datz', 'personal', 'experience', 'finally', 'quit', 'college', 'narcissistic', 'friend']","['1355httpswwwyoutubecomwatchv=n_zmfqmzos0&t=13m55s', '1405httpswwwyoutubecomwatchv=n_zmfqmzos0&t=14m05s', 'datz', 'personal', 'experience', 'finally', 'quit', 'college', 'narcissistic', 'friend']",1355httpswwwyoutubecomwatchv=n_zmfqmzos0&t=13m55s 1405httpswwwyoutubecomwatchv=n_zmfqmzos0&t=14m05s datz personal experience finally quit college narcissistic friend
C7.66,"I love ur reviews ....but I feel u r biased about kabir singh .....  
Its has many things ehich r unacceptable though u haven't highlighted it sir
...",CAG,NGEN,love reviews feel biased kabir singh its things ehich unacceptable highlighted sir,"['love', 'reviews', 'feel', 'biased', 'kabir', 'singh', 'its', 'things', 'ehich', 'unacceptable', 'highlighted', 'sir']","['love', 'reviews', 'feel', 'biased', 'kabir', 'singh', 'its', 'things', 'ehich', 'unacceptable', 'highlighted', 'sir']",love reviews feel biased kabir singh its things ehich unacceptable highlighted sir
C4.2253,shwetabh needs to sleep,NAG,NGEN,shwetabh sleep,"['shwetabh', 'sleep']","['shwetabh', 'sleep']",shwetabh sleep
C44.238,What rubbish episode ruscl...,CAG,NGEN,what rubbish episode ruscl,"['what', 'rubbish', 'episode', 'ruscl']","['what', 'rubbish', 'episode', 'ruscl']",what rubbish episode ruscl
C33.318,dialogue was very best this girl,NAG,NGEN,dialogue girl,"['dialogue', 'girl']","['dialogue', 'girl']",dialogue girl
C7.197,Absolutely loved your review 💯,NAG,NGEN,absolutely loved review,"['absolutely', 'loved', 'review']","['absolutely', 'loved', 'review']",absolutely loved review
C10.497,A kutthi cannot think anything other than a kuttha,NAG,NGEN,kutthi kuttha,"['kutthi', 'kuttha']","['kutthi', 'kuttha']",kutthi kuttha
C32.155.1,RAVI MARRY ME,NAG,NGEN,ravi marry,"['ravi', 'marry']","['ravi', 'marry']",ravi marry
C10.62,"Arundhati r is a.criminal, but now the BJP guv have given them their ramban.
In the form of CAA.  
  
A no brainier can dig out what is there in CAA.",NAG,NGEN,arundhati acriminal bjp guv ramban form caa brainier dig caa,"['arundhati', 'acriminal', 'bjp', 'guv', 'ramban', 'form', 'caa', 'brainier', 'dig', 'caa']","['arundhati', 'a criminal', 'bjp', 'guv', 'ramban', 'form', 'caa', 'brainier', 'dig', 'caa']",arundhati a criminal bjp guv ramban form caa brainier dig caa
C4.702.4,@yash Singh but timing matters bro...cool,NAG,NGEN,yash singh timing matters brocool,"['yash', 'singh', 'timing', 'matters', 'brocool']","['yash', 'singh', 'timing', 'matters', 'brocool']",yash singh timing matters brocool
C32.89,thegaypieplearenotbad.thisvideoisworong,NAG,NGEN,thegaypieplearenotbadthisvideoisworong,['thegaypieplearenotbadthisvideoisworong'],['thegaypieplearenotbadthisvideoisworong'],thegaypieplearenotbadthisvideoisworong
C7.1778,Hv not watched Kabir Singh but I watched Arjun Reddy & I liked it!,NAG,NGEN,watched kabir singh watched arjun reddy,"['watched', 'kabir', 'singh', 'watched', 'arjun', 'reddy']","['watched', 'kabir', 'singh', 'watched', 'arjun', 'reddy']",watched kabir singh watched arjun reddy
C65.319,Hi all,NAG,NGEN,,[],[],
C7.126,"movie become bluckbuster 265 cr . this is tight slapped to fake fimnist and
librels .specially to fat guy hahahaha",OAG,NGEN,movie bluckbuster 265 tight slapped fake fimnist librels specially fat guy hahahaha,"['movie', 'bluckbuster', '265', 'tight', 'slapped', 'fake', 'fimnist', 'librels', 'specially', 'fat', 'guy', 'hahahaha']","['movie', 'bluckbuster', '265', 'tight', 'slapped', 'fake', 'fimnist', 'liberals', 'specially', 'fat', 'guy', 'hahahaha']",movie bluckbuster 265 tight slapped fake fimnist liberals specially fat guy hahahaha
C25.607,8 Feminists dislike this video .,NAG,NGEN,feminists dislike video,"['feminists', 'dislike', 'video']","['feminists', 'dislike', 'video']",feminists dislike video
C7.697.1,@Ujjayant Goswami haha..true that😂,NAG,NGEN,ujjayant goswami hahatrue,"['ujjayant', 'goswami', 'hahatrue']","['ujjayant', 'goswami', 'hahatrue']",ujjayant goswami hahatrue
C7.1746,Nice t shirt ..sir😁,NAG,NGEN,nice shirt sir,"['nice', 'shirt', 'sir']","['nice', 'shirt', 'sir']",nice shirt sir
C4.967,This video should be in trending 🤔,NAG,NGEN,this video trending,"['this', 'video', 'trending']","['this', 'video', 'trending']",this video trending
C7.414,"I really like dt small sence where Kabir is telling priti chunni thik karo dn
she is doing v nicely and going",NAG,NGEN,small sence kabir telling priti chunni nicely,"['small', 'sence', 'kabir', 'telling', 'priti', 'chunni', 'nicely']","['small', 'sence', 'kabir', 'telling', 'priti', 'chunni', 'nicely']",small sence kabir telling priti chunni nicely
C4.104,"There is not one line in this video that I don't aggressively agree with. Lots
of praise.",NAG,NGEN,there line video aggressively agree lots praise,"['there', 'line', 'video', 'aggressively', 'agree', 'lots', 'praise']","['there', 'line', 'video', 'aggressively', 'agree', 'lots', 'praise']",there line video aggressively agree lots praise
C4.1744,Problem is as you always say : films are taken so seriously ! 👀,NAG,NGEN,problem films,"['problem', 'films']","['problem', 'films']",problem films
C7.1670,"And yet the first few minutes of the video are dedicated to hate comments ,
such sick mentality!!! Still stuck in medieval times,get some education !!!",OAG,NGEN,and minutes video dedicated hate comments sick mentality still stuck medieval timesget education,"['and', 'minutes', 'video', 'dedicated', 'hate', 'comments', 'sick', 'mentality', 'still', 'stuck', 'medieval', 'timesget', 'education']","['and', 'minutes', 'video', 'dedicated', 'hate', 'comments', 'sick', 'mentality', 'still', 'stuck', 'medieval', 'timesget', 'education']",and minutes video dedicated hate comments sick mentality still stuck medieval timesget education
C59.831,"Well done, I am inspired you
[#cinebap](http://www.youtube.com/results?search_query=%23cinebap)",NAG,NGEN,well inspired #cinebaphttpwwwyoutubecomresultssearch_query=%23cinebap,"['well', 'inspired', '#cinebaphttpwwwyoutubecomresultssearch_query=%23cinebap']","['well', 'inspired', '#cinebaphttpwwwyoutubecomresultssearch_query=%23cinebap']",well inspired #cinebaphttpwwwyoutubecomresultssearch_query=%23cinebap
C10.148.1,Arundathi roy want violence.,NAG,NGEN,arundathi roy violence,"['arundathi', 'roy', 'violence']","['arundathi', 'roy', 'violence']",arundathi roy violence
C4.1733,"[7:10](https://www.youtube.com/watch?v=N_ZMfQMZos0&t=7m10s) That's today's
girl mind",NAG,NGEN,710httpswwwyoutubecomwatchv=n_zmfqmzos0&t=7m10s that's today's girl mind,"['710httpswwwyoutubecomwatchv=n_zmfqmzos0&t=7m10s', ""that's"", ""today's"", 'girl', 'mind']","['710httpswwwyoutubecomwatchv=n_zmfqmzos0&t=7m10s', ""that's"", ""today's"", 'girl', 'mind']",710httpswwwyoutubecomwatchv=n_zmfqmzos0&t=7m10s that's today's girl mind
C59.2155,Your judgment is right,NAG,NGEN,your judgment,"['your', 'judgment']","['your', 'judgment']",your judgment
C33.451.3,"Yes it’s not nature’s fault it’s our own fault or desire to become gay or
lesbian",NAG,NGEN,yes it’s nature’s fault it’s fault desire gay lesbian,"['yes', 'it’s', 'nature’s', 'fault', 'it’s', 'fault', 'desire', 'gay', 'lesbian']","['yes', 'it’s', 'nature’s', 'fault', 'it’s', 'fault', 'desire', 'gay', 'lesbian']",yes it’s nature’s fault it’s fault desire gay lesbian
C10.677,NRC at present only applies to Assam. NPR not stared or not completed...,NAG,NGEN,nrc present applies assam npr stared completed,"['nrc', 'present', 'applies', 'assam', 'npr', 'stared', 'completed']","['nrc', 'present', 'applies', 'assam', 'npr', 'stared', 'completed']",nrc present applies assam npr stared completed
C4.2174,"Do a review of Joker and effect of mental health due to degrading social
structure",NAG,NGEN,review joker effect mental health due degrading social structure,"['review', 'joker', 'effect', 'mental', 'health', 'due', 'degrading', 'social', 'structure']","['review', 'joker', 'effect', 'mental', 'health', 'due', 'degrading', 'social', 'structure']",review joker effect mental health due degrading social structure
C4.483,So True🤩,NAG,NGEN,true🤩,['true🤩'],['true🤩'],true🤩
C68.31,You r the best in the world,NAG,NGEN,you world,"['you', 'world']","['you', 'world']",you world
C7.1391,Don't time waste for feminist. Nothing use ....,CAG,NGEN,don't time waste feminist nothing,"[""don't"", 'time', 'waste', 'feminist', 'nothing']","[""don't"", 'time', 'waste', 'feminist', 'nothing']",don't time waste feminist nothing
C25.470,"neha gupta ur are a crook if there are no evidence den how u can file a false
compaint????",CAG,GEN,neha gupta crook evidence den file false compaint,"['neha', 'gupta', 'crook', 'evidence', 'den', 'file', 'false', 'compaint']","['neha', 'gupta', 'crook', 'evidence', 'den', 'file', 'false', 'compaint']",neha gupta crook evidence den file false compaint
C10.668,"Is she ill with cancer. Her hair looks like that of Medussa. .... Please we
need Perseus to do needful, here too.",NAG,NGEN,ill cancer her hair medussa please perseus needful,"['ill', 'cancer', 'her', 'hair', 'medussa', 'please', 'perseus', 'needful']","['ill', 'cancer', 'her', 'hair', 'medusa', 'please', 'perseus', 'needful']",ill cancer her hair medusa please perseus needful
C4.1270.4,"Well, yeah",NAG,NGEN,well,['well'],['well'],well
C33.645.4,CONGRATS GIRL,NAG,NGEN,congrats girl,"['congrats', 'girl']","['congrats', 'girl']",congrats girl
C33.624.1,"Sooooo, you are not a lesbian, right???",NAG,NGEN,sooooo lesbian,"['sooooo', 'lesbian']","['sooooo', 'lesbian']",sooooo lesbian
C4.1288,"Bro you need to see some valuable content like - Tamasha,Rockstar,rockon nd
many more",NAG,NGEN,bro valuable content tamasharockstarrockon,"['bro', 'valuable', 'content', 'tamasharockstarrockon']","['bro', 'valuable', 'content', 'tamasharockstarrockon']",bro valuable content tamasharockstarrockon
C7.158,Fuck you pratik on your face.,OAG,GEN,fuck pratik face,"['fuck', 'pratik', 'face']","['fuck', 'pratik', 'face']",fuck pratik face
C59.1631,Very well said brother,NAG,NGEN,very brother,"['very', 'brother']","['very', 'brother']",very brother
C4.1618,"Sir can you review about super 30 , one of the best movie ❤️",NAG,NGEN,sir review super movie,"['sir', 'review', 'super', 'movie']","['sir', 'review', 'super', 'movie']",sir review super movie
C33.778.1,Ajay Kumar Gupta thank you 😇,NAG,NGEN,ajay kumar gupta,"['ajay', 'kumar', 'gupta']","['ajay', 'kumar', 'gupta']",ajay kumar gupta
C7.760,nice T-shirt man!!!!!!!!!,NAG,NGEN,nice t-shirt man,"['nice', 't-shirt', 'man']","['nice', 't-shirt', 'man']",nice t-shirt man
C58.348,I hate Ranu mandal,OAG,NGEN,hate ranu mandal,"['hate', 'ranu', 'mandal']","['hate', 'ranu', 'mandal']",hate ranu mandal
C7.748.1,"If I were.. definitely because none other than him love my sister with depth
of heart..",NAG,NGEN,definitely love sister depth heart,"['definitely', 'love', 'sister', 'depth', 'heart']","['definitely', 'love', 'sister', 'depth', 'heart']",definitely love sister depth heart
C4.1191,Correctly explained.,NAG,NGEN,correctly explained,"['correctly', 'explained']","['correctly', 'explained']",correctly explained
C9.53,Urban naxals. This is correct word.,NAG,NGEN,urban naxals this correct word,"['urban', 'naxals', 'this', 'correct', 'word']","['urban', 'naxals', 'this', 'correct', 'word']",urban naxals this correct word
C4.1304,"Same.thing.was in my mind that he.sees.girl for first time and
he.started.loving him,then how.come it is a.different movie",NAG,NGEN,samethingwas mind heseesgirl time hestartedloving himthen howcome adifferent movie,"['samethingwas', 'mind', 'heseesgirl', 'time', 'hestartedloving', 'himthen', 'howcome', 'adifferent', 'movie']","['samethingwas', 'mind', 'heseesgirl', 'time', 'hestartedloving', 'himthen', 'howcome', 'adifferent', 'movie']",samethingwas mind heseesgirl time hestartedloving himthen howcome adifferent movie
C7.696,Superb analysis,NAG,NGEN,superb analysis,"['superb', 'analysis']","['superb', 'analysis']",superb analysis
C7.473,"You did talk too much brother about liberals ...n you sounded like
extremist..but i agree about the movie..i loved that movie...",CAG,NGEN,you talk brother liberals sounded extremistbut agree moviei loved movie,"['you', 'talk', 'brother', 'liberals', 'sounded', 'extremistbut', 'agree', 'moviei', 'loved', 'movie']","['you', 'talk', 'brother', 'liberals', 'sounded', 'extremistbut', 'agree', 'moviei', 'loved', 'movie']",you talk brother liberals sounded extremistbut agree moviei loved movie
C7.1069,"Once again..off the mark..its not necessary to look at everything from a
feminist or libtard viewpoint.Grow up. Call a spade a spade. What the makers
are trying to do,as films mostly do, is glorify violence sex and crime. They
want to shock you and awe you. The lead actor is performing obscene and
irresponsible actions. You might just enjoy the ride but such movies impact
the juevenile mind adversely. The innumerable rapes and acid attacks happen to
women by such ""committed"" lovers,no?",OAG,NGEN,"once againoff markits feminist libtard viewpointgrow call spade spade what makers doas films glorify violence sex crime they shock awe the lead actor performing obscene irresponsible actions you enjoy ride movies impact juevenile mind adversely the innumerable rapes acid attacks happen women ""committed"" loversno","['once', 'againoff', 'markits', 'feminist', 'libtard', 'viewpointgrow', 'call', 'spade', 'spade', 'what', 'makers', 'doas', 'films', 'glorify', 'violence', 'sex', 'crime', 'they', 'shock', 'awe', 'the', 'lead', 'actor', 'performing', 'obscene', 'irresponsible', 'actions', 'you', 'enjoy', 'ride', 'movies', 'impact', 'juevenile', 'mind', 'adversely', 'the', 'innumerable', 'rapes', 'acid', 'attacks', 'happen', 'women', '""committed""', 'loversno']","['once', 'againoff', 'markits', 'feminist', 'libtard', 'viewpointgrow', 'call', 'spade', 'spade', 'what', 'makers', 'doas', 'films', 'glorify', 'violence', 'sex', 'crime', 'they', 'shock', 'awe', 'the', 'lead', 'actor', 'performing', 'obscene', 'irresponsible', 'actions', 'you', 'enjoy', 'ride', 'movies', 'impact', 'juevenile', 'mind', 'adversely', 'the', 'innumerable', 'rapes', 'acid', 'attacks', 'happen', 'women', '""committed""', 'loversno']","once againoff markits feminist libtard viewpointgrow call spade spade what makers doas films glorify violence sex crime they shock awe the lead actor performing obscene irresponsible actions you enjoy ride movies impact juevenile mind adversely the innumerable rapes acid attacks happen women ""committed"" loversno"
C10.432,She would be brooding with boys over the border,CAG,NGEN,she brooding boys border,"['she', 'brooding', 'boys', 'border']","['she', 'brooding', 'boys', 'border']",she brooding boys border
C4.977,And i th8 i was the only one...,NAG,NGEN,and th8,"['and', 'th8']","['and', 'th8']",and th8
C43.163.3,Stfu and hide in your burkha,CAG,GEN,stfu hide burkha,"['stfu', 'hide', 'burkha']","['stfu', 'hide', 'burkha']",stfu hide burkha
C10.473,Republic feedings fake news,NAG,NGEN,republic feedings fake news,"['republic', 'feedings', 'fake', 'news']","['republic', 'feedings', 'fake', 'news']",republic feedings fake news
C45.118,Good,NAG,NGEN,good,['good'],['good'],good
C7.1827,"Right right mere Bhai.....I'm trying to explain to all the feminists that it's
just a movie....not to take seriously....they are the one who are bashing the
film.... stupid PEOPLE just don't get it 🤦‍♂️",OAG,NGEN,right bhaii'm explain feminists movienot seriouslythey bashing film stupid people,"['right', ""bhaii'm"", 'explain', 'feminists', 'movienot', 'seriouslythey', 'bashing', 'film', 'stupid', 'people']","['right', ""bhaii'm"", 'explain', 'feminists', 'movienot', 'seriouslythey', 'bashing', 'film', 'stupid', 'people']",right bhaii'm explain feminists movienot seriouslythey bashing film stupid people
C7.1555,"I am not a feminist. But I hate this movie. Aur ha Gadhe no one opposing love
between them. The approach by the guy was wrong. If anyone come to me and try
to claim that I am his, for me it would be like bully. I would slap him
complain about him. And yes if actress of this movie would do sluty things I
would not approve of that.  
Wrong is wrong either by man or woman.  
I also do not support movie like Pink. Where women drinks do drugs and
willingly go with men in hotel. But if later something wrong happens with
them, they say no means no.  
I also do not support your video. It's a third class attempt to save a third
class movie.  
And also if anyone gives review on my body in front of whole fucking class
then i would beat the hell out of that man. You are defending that man who is
literally running after woman to beat her. That man needs medication. How the
hell he is even working at any hospital? Why didn't he got suspended from
medical college? Uske father ki place hai kya ki wo kuch bhi karsakta hai.",OAG,NGEN,feminist but hate movie aur gadhe opposing love the approach guy wrong claim bully slap complain and actress movie sluty things approve wrong wrong man woman support movie pink where women drinks drugs willingly men hotel but wrong means support video it's class attempt save class movie and review body front fucking class beat hell man you defending man literally running woman beat that man medication how hell working hospital why suspended medical college uske father place karsakta,"['feminist', 'but', 'hate', 'movie', 'aur', 'gadhe', 'opposing', 'love', 'the', 'approach', 'guy', 'wrong', 'claim', 'bully', 'slap', 'complain', 'and', 'actress', 'movie', 'sluty', 'things', 'approve', 'wrong', 'wrong', 'man', 'woman', 'support', 'movie', 'pink', 'where', 'women', 'drinks', 'drugs', 'willingly', 'men', 'hotel', 'but', 'wrong', 'means', 'support', 'video', ""it's"", 'class', 'attempt', 'save', 'class', 'movie', 'and', 'review', 'body', 'front', 'fucking', 'class', 'beat', 'hell', 'man', 'you', 'defending', 'man', 'literally', 'running', 'woman', 'beat', 'that', 'man', 'medication', 'how', 'hell', 'working', 'hospital', 'why', 'suspended', 'medical', 'college', 'uske', 'father', 'place', 'karsakta']","['feminist', 'but', 'hate', 'movie', 'aur', 'gadhe', 'opposing', 'love', 'the', 'approach', 'guy', 'wrong', 'claim', 'bully', 'slap', 'complain', 'and', 'actress', 'movie', 'sluty', 'things', 'approve', 'wrong', 'wrong', 'man', 'woman', 'support', 'movie', 'pink', 'where', 'women', 'drinks', 'drugs', 'willingly', 'men', 'hotel', 'but', 'wrong', 'means', 'support', 'video', ""it's"", 'class', 'attempt', 'save', 'class', 'movie', 'and', 'review', 'body', 'front', 'fucking', 'class', 'beat', 'hell', 'man', 'you', 'defending', 'man', 'literally', 'running', 'woman', 'beat', 'that', 'man', 'medication', 'how', 'hell', 'working', 'hospital', 'why', 'suspended', 'medical', 'college', 'uske', 'father', 'place', 'karsakta']",feminist but hate movie aur gadhe opposing love the approach guy wrong claim bully slap complain and actress movie sluty things approve wrong wrong man woman support movie pink where women drinks drugs willingly men hotel but wrong means support video it's class attempt save class movie and review body front fucking class beat hell man you defending man literally running woman beat that man medication how hell working hospital why suspended medical college uske father place karsakta
C4.1209,"Love you shwetabh bhai....Please make a video on shadi mein jaror aana movie
too. And give your views on that movie also",NAG,NGEN,love shwetabh bhaiplease make video shadi jaror aana movie and give views movie,"['love', 'shwetabh', 'bhaiplease', 'make', 'video', 'shadi', 'jaror', 'aana', 'movie', 'and', 'give', 'views', 'movie']","['love', 'shwetabh', 'bhaiplease', 'make', 'video', 'shadi', 'jaror', 'aana', 'movie', 'and', 'give', 'views', 'movie']",love shwetabh bhaiplease make video shadi jaror aana movie and give views movie
C4.85,"I wonder how people watch Bollywood. Shit man, it is so bad that I can't
express in words.
Zero Character
Zero Intellectually
Zero Storytelling
Zero Logic
Zero Physics

Full garbage",CAG,NGEN,wonder watch bollywood shit man express words zero character zero intellectually zero storytelling zero logic zero physics full garbage,"['wonder', 'watch', 'bollywood', 'shit', 'man', 'express', 'words', 'zero', 'character', 'zero', 'intellectually', 'zero', 'storytelling', 'zero', 'logic', 'zero', 'physics', 'full', 'garbage']","['wonder', 'watch', 'bollywood', 'shit', 'man', 'express', 'words', 'zero', 'character', 'zero', 'intellectually', 'zero', 'storytelling', 'zero', 'logic', 'zero', 'physics', 'full', 'garbage']",wonder watch bollywood shit man express words zero character zero intellectually zero storytelling zero logic zero physics full garbage
C4.2,Vedio starts at [7:45](https://www.youtube.com/watch?v=N_ZMfQMZos0&t=7m45s),NAG,NGEN,vedio starts 745httpswwwyoutubecomwatchv=n_zmfqmzos0&t=7m45s,"['vedio', 'starts', '745httpswwwyoutubecomwatchv=n_zmfqmzos0&t=7m45s']","['vedio', 'starts', '745httpswwwyoutubecomwatchv=n_zmfqmzos0&t=7m45s']",vedio starts 745httpswwwyoutubecomwatchv=n_zmfqmzos0&t=7m45s
C4.55,"bhai i am a bengali, i understand some hindi...any way to add English
subtitles?",NAG,NGEN,bengali understand hindiany add english subtitles,"['bengali', 'understand', 'hindiany', 'add', 'english', 'subtitles']","['bengali', 'understand', 'hindiany', 'add', 'english', 'subtitles']",bengali understand hindiany add english subtitles
C47.21,Very much so that you will be able song himself in my dear friends media,NAG,NGEN,very song dear friends media,"['very', 'song', 'dear', 'friends', 'media']","['very', 'song', 'dear', 'friends', 'media']",very song dear friends media
C59.1268,No 😠😈 😈,NAG,NGEN,,[],[],
C59.672,"Who's Ranu Mandal....
We don't know her.... 🤣🤣🤣🤣",CAG,NGEN,who's ranu mandal,"[""who's"", 'ranu', 'mandal']","[""who's"", 'ranu', 'mandal']",who's ranu mandal
C7.2435.1,"Today u have lost one of ur great fan. I am sure u wont care as u have too
many people following u. U r a brilliant movie reviewer except u have a hatred
feeling towards my community which i felt in many of ur reviewer. We live in
same country like brothers. Plz do not creat differences between us. Be
neutral. Afzal, Hafiz , kasab are terroristthere is no doubt. At the same time
admit pragya too belongs to same group. U people have made a terrorist sitting
in parliament. Very shameful",OAG,NGEN,today lost great fan care brilliant movie reviewer hatred feeling community felt reviewer live country brothers plz creat differences neutral afzal hafiz kasab terroristthere doubt time admit pragya belongs group made terrorist sitting parliament very shameful,"['today', 'lost', 'great', 'fan', 'care', 'brilliant', 'movie', 'reviewer', 'hatred', 'feeling', 'community', 'felt', 'reviewer', 'live', 'country', 'brothers', 'plz', 'creat', 'differences', 'neutral', 'afzal', 'hafiz', 'kasab', 'terroristthere', 'doubt', 'time', 'admit', 'pragya', 'belongs', 'group', 'made', 'terrorist', 'sitting', 'parliament', 'very', 'shameful']","['today', 'lost', 'great', 'fan', 'care', 'brilliant', 'movie', 'reviewer', 'hatred', 'feeling', 'community', 'felt', 'reviewer', 'live', 'country', 'brothers', 'plz', 'creat', 'differences', 'neutral', 'afzal', 'hafiz', 'kasab', 'terroristthere', 'doubt', 'time', 'admit', 'pragya', 'belongs', 'group', 'made', 'terrorist', 'sitting', 'parliament', 'very', 'shameful']",today lost great fan care brilliant movie reviewer hatred feeling community felt reviewer live country brothers plz creat differences neutral afzal hafiz kasab terroristthere doubt time admit pragya belongs group made terrorist sitting parliament very shameful
C59.1723.5,Right.....,NAG,NGEN,right,['right'],['right'],right
C10.599,"Y u r afraid of hindu Muslims.....???? It's a truth how far u il run from this
truth....? A true educated people will look into matter not hide it .....
Islam is threat to humanity .... Sooner we realise better it would be for
world.",NAG,NGEN,afraid hindu muslims it's truth run truth educated matter hide islam threat humanity sooner realise world,"['afraid', 'hindu', 'muslims', ""it's"", 'truth', 'run', 'truth', 'educated', 'matter', 'hide', 'islam', 'threat', 'humanity', 'sooner', 'realise', 'world']","['afraid', 'hindu', 'muslims', ""it's"", 'truth', 'run', 'truth', 'educated', 'matter', 'hide', 'islam', 'threat', 'humanity', 'sooner', 'realise', 'world']",afraid hindu muslims it's truth run truth educated matter hide islam threat humanity sooner realise world
C59.612,Mr. Antindra Chakraborty is God for Ranu Mondal,NAG,NGEN,antindra chakraborty god ranu mondal,"['antindra', 'chakraborty', 'god', 'ranu', 'mondal']","['antindra', 'chakraborty', 'god', 'ranu', 'mondal']",antindra chakraborty god ranu mondal
C7.1538,I am agree with you.,NAG,NGEN,agree,['agree'],['agree'],agree
C7.1835,1000 likes for you boss,NAG,NGEN,1000 likes boss,"['1000', 'likes', 'boss']","['1000', 'likes', 'boss']",1000 likes boss
C4.1633,"Kabir singh is just the remastered version of 90's typical indian romantic
movies !",NAG,NGEN,kabir singh remastered version 90's typical indian romantic movies,"['kabir', 'singh', 'remastered', 'version', ""90's"", 'typical', 'indian', 'romantic', 'movies']","['kabir', 'singh', 'remastered', 'version', ""90's"", 'typical', 'indian', 'romantic', 'movies']",kabir singh remastered version 90's typical indian romantic movies
C10.120,When will this woman not be allowed inside India?,NAG,NGEN,when woman allowed inside india,"['when', 'woman', 'allowed', 'inside', 'india']","['when', 'woman', 'allowed', 'inside', 'india']",when woman allowed inside india
